name,Cases,Deaths,Sick,Spread,DaytimePopDensity,Traffic,SVIHousing,Vaccines,DistancingGrade,Testing,PctBeds,PctVentilators,PctBlack,PctNative,AirPollution,PctGE65,PrematureDeath,Smoking,Diabetes,Obesity,PctNoIns,SVISocioeconomic
"Kentucky, Mason",2417,57,6.58892128279883,0.0467521721141911,78.9,21.028949636,0.7237,0.535,5.0,2033,0.63,0.68,0.0595918367,0.0037317784,10.3,17.4,10719.227507,0.2234554945,0.123,0.343,7.9,0.6261
"Kentucky, Meade",3241,34,7.17395089674386,0.0635606294353595,68.8,42.748032036,0.426,0.629,5.0,1368,0.5862,0.22,0.0367055546,0.0065819258,12.1,13.5,8594.7692148,0.2133439998,0.136,0.366,4.4,0.4752
"Kentucky, Menifee",796,20,4.65044179197024,0.0376884422110553,26.4,7.1444959529,0.4314,0.598,3.0,2759,0.6688,0.16,0.0285227097,0.0024802356,9.5,19.8,12852.812311,0.2125887611,0.229,0.329,3.5,0.8959
"Kentucky, Mercer",4150,67,11.7571415449619,0.0616867469879518,80.5,20.668232185,0.1369,0.488,4.3,3442,0.86,0.0,0.034352898,0.0032148434,10.7,17.9,9989.4217709,0.2051097804,0.146,0.271,6.2,0.7166
"Kentucky, Metcalfe",1819,37,13.4596211365902,0.074216602528862,31.8,4.3286137698,0.3133,0.662,4.0,4995,0.6775,0.2025,0.0159521436,0.002891326,10.5,17.9,10347.547258,0.240821753,0.123,0.336,5.9,0.8682
"Kentucky, Monroe",2157,57,12.3157305467438,0.0611961057023644,30.3,0.0075307457,0.5979,0.603,4.0,1014,0.79,0.0,0.0210860235,0.0015861168,10.2,18.4,12131.471125,0.2315520744,0.194,0.368,8.8,0.865
"Kentucky, Montgomery",4258,46,6.80778640570152,0.045091592296853,144.8,25.956168772,0.7065,0.557,5.0,2596,0.61,0.07,0.026167429,0.0028011204,10.1,15.5,9577.3274678,0.2321733594,0.135,0.327,6.9,0.7971
"Kentucky, Morgan",2787,6,5.54514799550393,0.0265518478650879,30.7,21.250040126,0.9819,0.574,3.7,5748,0.28,0.0,0.0469089547,0.0028475084,9.6,15.2,10302.857632,0.2497010972,0.109,0.376,5.7,0.9111
"Kentucky, Muhlenberg",5258,85,11.2757522583999,0.0659946747812857,59.1,10.983771264,0.4791,0.554,5.0,2691,0.54,0.14,0.0477026061,0.0021771625,11.4,18.2,9718.8835759,0.2175922284,0.12,0.358,5.8,0.8672
"Kentucky, Nelson",7902,74,10.9048875706091,0.0632751202227284,99.5,18.220763405,0.2697,0.48,5.0,1700,0.82,0.16,0.0500752437,0.0022464068,11.5,14.6,9307.5522888,0.1851271588,0.115,0.352,4.5,0.3185
"Kentucky, Nicholas",1051,15,19.3971532235557,0.132254995242626,29.7,3.3052039025,0.8459,0.533,3.0,4444,0.7362,0.3675,0.0083728719,0.0018141222,10.1,16.6,10974.863261,0.242784887,0.157,0.332,9.0,0.8981
"Kentucky, Ohio",4138,74,13.2021422344003,0.0768487191880135,40.0,8.5532884233,0.2101,0.655,4.3,2972,0.62,0.0,0.010212978,0.0031967451,11.7,17.7,9822.8553186,0.2256198021,0.126,0.359,5.5,0.8389
"Kentucky, Oldham",9745,90,4.5133142771175,0.0307850179579271,249.3,44.334356597,0.1563,0.462,5.0,2716,0.47,0.21,0.0421543553,0.0043026929,11.9,12.3,5594.3304566,0.1598312144,0.087,0.216,3.5,0.0134
"Kentucky, Owen",1297,21,8.73161764705882,0.0732459521973786,27.5,7.1027669734,0.3282,0.663,3.3,1541,0.705,0.3362,0.0102941176,0.0037683824,10.9,17.4,9583.9992739,0.2078630629,0.182,0.356,6.2,0.6742
"Kentucky, Owsley",919,16,20.5724508050089,0.100108813928183,22.0,1.3858041793,0.7348,0.605,3.0,5255,0.675,0.4413,0.0055903399,0.0031305903,9.5,18.1,19032.596936,0.2614039312,0.114,0.463,3.5,0.9924
"Kentucky, Pendleton",1845,14,13.8344001651869,0.108943089430894,40.9,14.516262346,0.3177,0.593,4.0,2605,0.8888,0.3538,0.0086723106,0.0033037374,10.7,15.3,10540.047549,0.1988975986,0.075,0.332,2.4,0.6455
"Kentucky, Perry",5706,84,17.9748581940825,0.0821941815632667,98.1,61.970026717,0.9831,0.465,4.0,7904,0.84,0.92,0.0166334509,0.0023378813,9.6,15.7,16130.907352,0.2453343114,0.16,0.41,5.2,0.9742
"Kentucky, Pike",9998,159,9.0236635731653,0.0527105421084217,90.3,51.586151903,0.8408,0.541,5.0,2851,0.65,0.62,0.0076024794,0.0013355707,9.6,17.3,11917.043872,0.2321184036,0.179,0.387,6.1,0.9487
"Kentucky, Powell",2327,20,12.2166854203504,0.0653201547056296,59.1,36.796631831,0.7927,0.532,4.3,3657,0.6338,0.1612,0.0098858704,0.0039382736,9.7,15.1,15859.192877,0.2391649382,0.176,0.326,4.6,0.8847
"Kentucky, Pulaski",9735,161,8.38710675765594,0.0556753980482794,99.5,60.669098194,0.5189,0.577,5.0,2732,0.63,0.53,0.0108475311,0.0036674249,10.0,18.3,11294.615183,0.2438252501,0.137,0.367,6.0,0.8863
"Kentucky, Robertson",316,15,7.02576112412178,0.0474683544303797,18.2,0.5028506267,0.2744,0.658,4.0,4602,0.7362,0.3062,0.006557377,0.0046838407,10.1,21.9,11743.95424,0.2313721601,0.247,0.269,7.9,0.7755
"Kentucky, Rockcastle",2988,28,13.3731343283582,0.0749665327978581,47.2,55.911790808,0.702,0.674,4.3,4199,0.48,0.14,0.004238806,0.0039402985,10.0,17.3,12342.550936,0.2357216496,0.131,0.338,4.6,0.9303
"Kentucky, Rowan",3267,26,10.0475938656795,0.0756045301499847,93.9,10.781790136,0.9742,0.544,5.0,4591,0.61,0.24,0.016027336,0.0022373185,9.7,13.3,10155.78581,0.2369344843,0.127,0.381,5.3,0.7939
"Kentucky, Russell",3260,54,14.1967341900006,0.0776073619631902,65.8,21.234388018,0.674,0.588,4.3,1467,0.64,0.14,0.0078559003,0.0051063352,10.1,19.1,11990.446019,0.2299451216,0.122,0.323,7.8,0.9602
"Kentucky, Scott",7713,42,11.3330120825971,0.0823285362375211,212.9,219.62582172,0.5138,0.431,5.0,8213,0.93,0.56,0.053042066,0.0035694526,10.9,11.5,7843.0519863,0.1833350954,0.082,0.34,5.9,0.2229
"Kentucky, Shelby",6692,98,6.40999216785523,0.0464734010759115,111.8,34.470688712,0.384,0.543,5.0,1385,0.26,0.25,0.0683869904,0.0057916649,11.5,14.9,7428.7826844,0.1871562423,0.119,0.307,7.7,0.3729
"Kentucky, Simpson",3060,47,9.93037940525662,0.0601307189542484,82.2,14.747663892,0.0758,0.537,5.0,1745,0.66,0.0,0.0937449404,0.0036159534,10.8,16.1,10263.297128,0.2083096679,0.129,0.381,5.4,0.4981
"Kentucky, Spencer",2700,28,8.14089603064808,0.0566666666666667,61.2,11.702451418,0.0267,0.722,5.0,1876,0.6275,0.25,0.0169735022,0.0031925082,11.4,12.9,7724.9102363,0.1817538765,0.191,0.365,3.8,0.2006
"Kentucky, Taylor",5086,72,15.9693138674704,0.0802202123476209,97.7,69.127474665,0.5132,0.534,5.0,2542,0.81,0.4,0.0507651963,0.0022701476,10.7,17.4,8667.8484325,0.2206185155,0.108,0.357,4.1,0.7857
"Kentucky, Todd",1617,30,6.57948176427585,0.0500927643784787,28.0,26.689427734,0.7612,0.648,4.0,2082,0.5712,0.295,0.0774916741,0.0025180733,10.8,15.6,10367.182478,0.2223114191,0.115,0.358,15.2,0.8268
"Kentucky, Trigg",1850,20,9.35600628286553,0.0740540540540541,27.2,9.702960385,0.1525,0.588,4.0,785,0.44,0.0,0.069726149,0.0035511849,10.6,22.1,8002.2405968,0.201497784,0.133,0.328,8.0,0.551
"Kentucky, Trimble",1119,10,5.98943041691133,0.0455764075067024,41.5,15.171878368,0.56,0.598,3.0,1452,0.61,0.2738,0.0054022314,0.0076335878,11.2,17.2,11419.399695,0.2051827549,0.148,0.369,5.7,0.7803
"Kentucky, Union",2411,29,7.16994139951741,0.043135628369971,41.6,12.573632981,0.3792,0.647,4.0,1057,0.43,0.0,0.1320923819,0.0028955533,11.6,15.5,10273.608242,0.22414372,0.139,0.314,4.8,0.8105
"Kentucky, Warren",24738,223,9.60659434422233,0.050974209717843,257.0,73.380273736,0.8806,0.583,5.0,2005,0.94,0.45,0.0951365188,0.0031996587,10.8,12.4,7774.2797774,0.1982732519,0.082,0.295,5.5,0.5232
"Kentucky, Washington",2239,44,8.19265143992055,0.0442161679321125,35.8,14.92575738,0.3486,0.525,4.0,3390,0.65,0.265,0.0546176763,0.0021516054,10.8,17.5,10154.846098,0.2001061564,0.158,0.346,6.9,0.6283
"Kentucky, Wayne",2827,54,7.23079929646277,0.0523523169437566,40.3,4.7414595415,0.7472,0.649,3.7,1520,0.67,0.07,0.0164647254,0.0038108267,9.7,19.6,10223.376258,0.24049805,0.129,0.401,10.3,0.9146
"Kentucky, Webster",2370,33,11.2119594233849,0.0620253164556962,37.3,7.3889602343,0.7112,0.595,4.0,1120,0.5625,0.16,0.0381359164,0.0038135916,11.6,16.8,10378.251209,0.2324251883,0.125,0.358,6.2,0.7666
"Kentucky, Whitley",8106,77,23.0947519452569,0.103256846780163,82.7,81.34907394,0.8946,0.616,5.0,3433,0.6262,0.5212,0.0081673197,0.0031455218,9.9,15.8,15063.24585,0.2399633438,0.115,0.333,5.6,0.9465
"Kentucky, Wolfe",1121,8,11.4253866518044,0.0731489741302409,31.7,21.114611402,0.5606,0.539,3.0,24689,0.6112,0.295,0.0033440156,0.0040406855,9.5,18.7,14058.943794,0.2907676936,0.124,0.361,2.3,0.9987
"Kentucky, Woodford",3223,26,6.70862699280142,0.0552280484021098,128.0,98.035362638,0.0637,0.329,5.0,4777,0.52,0.0,0.047827234,0.0026382241,11.0,17.2,7147.9467162,0.179904218,0.09,0.323,5.0,0.2723
"Louisiana, Acadia",10293,243,3.81090207428847,0.0230253570387642,83.9,63.696998784,0.759,0.541,5.0,1939,0.56,0.15,0.1792571153,0.0038430616,9.4,14.4,9741.6751956,0.2153408807,0.114,0.384,10.6,0.9159
"Louisiana, Allen",4624,108,5.54579183753173,0.0307093425605536,30.4,51.51393996,0.9296,0.689,3.7,1249,0.57,0.0,0.2231595392,0.023198594,9.2,14.1,9682.7470701,0.2203898763,0.192,0.37,8.5,0.9089
"Louisiana, Ascension",21449,230,3.02393480492813,0.0175765769965966,363.5,118.78662219,0.2658,0.564,5.0,889,0.01,0.0,0.2323536961,0.0046602284,10.0,11.1,6933.4941426,0.181554528,0.132,0.331,6.7,0.3395
"Louisiana, Assumption",3563,57,2.6457399103139,0.0165590794274488,51.2,26.933937125,0.3935,0.628,4.0,502,0.0,0.0,0.2938116592,0.0075784753,9.3,16.6,8969.4080455,0.2103219722,0.163,0.421,8.4,0.7854
"Louisiana, Avoyelles",6962,175,2.99046018486481,0.0173800632002298,41.9,18.076730066,0.9663,0.609,4.3,1739,0.49,0.18,0.2955612674,0.011838268,9.2,16.3,11511.871548,0.2294656752,0.131,0.447,8.3,0.914
"Louisiana, Beauregard",5931,120,6.52296459345556,0.0409711684370258,28.5,71.93825376,0.3871,0.716,4.0,1109,0.41,0.08,0.1201513972,0.0123479988,9.4,15.2,10539.470995,0.2072153813,0.14,0.361,10.2,0.7153
"Louisiana, Bienville",2445,92,6.08656447249775,0.0331288343558282,16.4,41.534314841,0.9338,0.593,3.7,1284,0.63,0.09,0.4147129546,0.0044334235,9.7,19.7,11198.293946,0.2161238746,0.239,0.453,9.9,0.8223
"Louisiana, Bossier",21231,382,4.92982663049888,0.0295322876925251,143.1,196.26874007,0.6635,0.602,5.0,1173,0.85,0.11,0.2246098203,0.0063215002,10.3,13.4,7403.8099247,0.1888651436,0.117,0.308,8.5,0.4882
"Louisiana, Caddo",38531,921,4.76696223479141,0.0300537229763048,284.5,278.13573377,0.8103,0.589,5.0,1885,0.85,0.17,0.4939527914,0.0050263047,10.3,16.0,10846.772719,0.2192398045,0.13,0.399,9.3,0.7328
"Louisiana, Calcasieu",33622,586,4.39166568198826,0.0265302480518708,195.0,183.36611274,0.7829,0.639,5.0,1158,0.66,0.38,0.2537220844,0.0058292962,9.5,14.3,9982.662223,0.2024588838,0.113,0.354,9.2,0.5643
"Louisiana, Caldwell",2162,38,12.5502008032129,0.0578168362627197,17.0,47.848979542,0.9589,0.667,4.0,948,0.34,0.0,0.1581325301,0.0040160643,9.2,18.0,11204.908988,0.2344471506,0.152,0.397,12.9,0.9522
"Louisiana, Cameron",849,8,2.43972445464983,0.0200235571260306,5.4,0.0571918388,0.227,0.844,3.3,344,0.6338,0.1925,0.0398966705,0.0078932262,9.1,15.7,7132.8002153,0.1868357793,0.194,0.351,9.7,0.3713
"Louisiana, Catahoula",1760,48,7.28559533721898,0.0397727272727273,11.9,26.819516052,0.8469,0.65,3.0,2307,0.5312,0.135,0.3050582848,0.0048917569,9.0,16.3,10576.118864,0.2254061383,0.129,0.371,10.9,0.8401
"Louisiana, Claiborne",1982,62,2.63421976919217,0.0211907164480323,17.8,35.274270656,0.9624,0.64,3.7,1238,0.62,0.0,0.5160561967,0.0053938786,9.6,18.5,9862.1469618,0.2625988,0.206,0.379,10.8,0.964
"Louisiana, Concordia",3134,74,5.92683425301451,0.0370134014039566,25.0,144.98777407,0.9653,0.654,4.0,1111,0.61,0.62,0.3955139996,0.0044451257,9.0,16.4,12780.17908,0.2456815675,0.165,0.345,13.8,0.9146
"Louisiana, De Soto",4631,107,3.24391310686689,0.0192183113798316,29.8,50.663245883,0.7128,0.644,4.0,728,0.4,0.0,0.3574136171,0.0111167809,9.9,16.9,9011.6497907,0.2202719112,0.172,0.38,9.5,0.8678
"Louisiana, East Baton Rouge",62790,1131,2.62157675595751,0.0184105749323141,1104.8,401.85711427,0.7593,0.513,5.0,2180,0.8,0.26,0.465320803,0.0027032176,9.0,13.3,9983.9194456,0.1826994701,0.116,0.319,8.5,0.4841
"Louisiana, East Carroll",1532,30,7.67372459855052,0.0352480417754569,15.4,41.844606137,0.9946,0.611,2.3,2449,0.2,0.0,0.680119369,0.0034105443,9.6,13.7,12206.196663,0.3184808676,0.135,0.4,9.0,0.9752
"Louisiana, East Feliciana",4447,140,3.05620305620306,0.0132673712615246,35.5,20.213461748,0.9287,0.643,4.0,5106,0.42,0.1138,0.4248640249,0.004972805,9.3,16.5,10913.825182,0.2067579669,0.17,0.348,8.3,0.8096
"Louisiana, Evangeline",5634,134,3.91711269921957,0.0232516861909833,46.2,37.521624211,0.9694,0.672,4.0,2539,0.85,0.31,0.2735101516,0.0044254403,9.3,14.7,11220.105447,0.2447897413,0.201,0.393,11.6,0.9834
"Louisiana, Franklin",4486,135,18.3568168287359,0.0824788230049041,30.4,33.650975734,0.8854,0.678,4.0,1339,0.41,0.0,0.3151418932,0.0030760071,9.3,17.3,10655.589125,0.2351562547,0.147,0.383,10.1,0.9707
"Louisiana, Grant",3742,76,4.22560270438573,0.0253874933190807,25.3,16.311974695,0.4849,0.632,4.0,1376,0.525,0.1825,0.1522551374,0.0116982475,9.5,14.5,8678.6151382,0.2253944226,0.205,0.474,8.5,0.8134
"Louisiana, Iberia",12272,220,2.98839881027896,0.0172750977835724,119.3,76.271226965,0.901,0.602,5.0,1065,0.79,0.25,0.3211260061,0.0061882409,9.4,14.0,10382.974859,0.212427822,0.133,0.413,11.1,0.9045
"Louisiana, Iberville",5740,122,2.59772011857828,0.014808362369338,56.0,88.439802199,0.9564,0.515,4.0,1424,0.4762,0.1238,0.4825952752,0.0029338957,9.5,14.7,10156.786385,0.2099325181,0.152,0.381,9.9,0.7987
"Louisiana, Jackson",2724,60,6.16274682429883,0.0359765051395007,23.7,46.664754699,0.8395,0.638,4.0,3017,0.22,0.0825,0.284240976,0.00364734,9.5,19.3,9036.0374563,0.2181700724,0.134,0.342,9.1,0.8704
"Louisiana, Jefferson",68664,1134,2.5987729552518,0.0164278224397064,823.2,551.59037544,0.461,0.434,5.0,1555,0.89,0.13,0.2681873789,0.006372523,8.0,16.1,8901.4448034,0.1874366959,0.142,0.334,11.4,0.5054
"Louisiana, Jefferson Davis",4626,121,3.95795073142929,0.0270211846087332,44.6,72.783817172,0.6683,0.685,4.3,1007,0.77,0.08,0.1642074599,0.0076625926,9.0,15.7,10885.679886,0.2103167682,0.115,0.408,8.1,0.8264
"Louisiana, Lafayette",37969,388,2.98209916715407,0.0190681872053517,1037.7,246.06728841,0.8376,0.563,5.0,1830,0.85,0.25,0.2636851167,0.0037729321,9.4,12.3,7234.3031777,0.1779862664,0.1,0.312,9.2,0.4283
"Louisiana, Lafourche",17604,297,3.93415889517403,0.0219268348102704,85.6,37.081076011,0.6727,0.614,5.0,783,0.89,0.25,0.1337206339,0.0301686796,9.3,14.6,8413.4019833,0.1922475825,0.134,0.396,9.0,0.7019
"Louisiana, LaSalle",2670,45,7.50821210699202,0.0419475655430712,20.6,20.195288549,0.6039,0.641,4.0,1672,0.53,0.0,0.1197291681,0.0132734464,9.1,17.0,9322.6040899,0.2266483009,0.18,0.344,10.1,0.7732
"Louisiana, Lincoln",6864,114,5.82676498008306,0.0400641025641026,104.6,102.35778721,0.9755,0.631,5.0,1196,0.69,0.12,0.4029578778,0.0048521061,9.6,13.0,7494.8203642,0.2097949762,0.101,0.358,8.6,0.793
"Louisiana, Livingston",24122,358,3.36039321616141,0.0194428322692977,154.0,71.003486379,0.5215,0.658,5.0,984,0.59,0.37,0.0654667651,0.0047504066,9.7,12.5,9131.8361055,0.216043162,0.104,0.365,8.6,0.386
"Louisiana, Madison",2198,52,7.88459815428725,0.0400363967242948,16.2,64.064959421,0.9917,0.636,3.7,3105,0.23,0.0,0.6244064152,0.0034047128,9.6,13.5,12804.641142,0.2763817016,0.192,0.412,11.0,0.9876
"Louisiana, Morehouse",4374,112,4.25230333097094,0.0246913580246914,31.2,70.198528183,0.9023,0.612,4.0,2300,1.0,0.05,0.4773997953,0.0022836444,9.8,17.7,13711.675179,0.226412886,0.138,0.432,9.2,0.8685
"Louisiana, Natchitoches",6435,127,6.82894022090587,0.041025641025641,30.7,72.243736423,0.8147,0.634,4.3,1627,0.69,0.2,0.4098140148,0.0109159575,9.6,15.7,11468.493486,0.2370099409,0.157,0.364,11.1,0.9287
"Louisiana, Orleans",46003,972,2.43474524687601,0.0206943025454862,1254.8,751.74722889,0.7771,0.401,4.3,4077,0.79,0.16,0.5911597264,0.0033810223,9.0,13.5,10077.548545,0.2260962413,0.106,0.296,9.2,0.6997
"Louisiana, Ouachita",30656,570,8.18255381129633,0.041231732776618,260.0,191.43628684,0.9516,0.611,5.0,2132,0.74,0.24,0.3731542321,0.0030749312,9.5,14.0,10098.453476,0.2143165679,0.141,0.401,9.6,0.7697
"Louisiana, Plaquemines",3776,36,2.64844083724904,0.0164194915254237,35.1,333.99147559,0.6504,0.479,4.3,1522,0.7475,0.175,0.2072191371,0.0181973516,8.9,12.3,7542.1377785,0.1950308214,0.165,0.375,6.4,0.5624
"Louisiana, Pointe Coupee",3778,82,3.14494074749316,0.0182636315510852,35.6,21.082803358,0.6024,0.511,4.0,1583,0.14,0.0,0.3532816773,0.0029170465,9.3,19.6,10914.957051,0.1959360247,0.112,0.312,9.4,0.771
"Louisiana, Rapides",20806,448,3.9368269481166,0.0247044121887917,103.6,159.608428,0.9335,0.576,5.0,1767,0.92,0.46,0.3174277355,0.0089918966,9.3,15.6,10883.274125,0.2243795674,0.145,0.397,9.9,0.749
"Louisiana, Red River",1379,44,6.37017812905509,0.0391588107324148,19.9,35.76647459,0.5712,0.688,3.7,1031,0.41,0.0,0.3936534151,0.0062522119,9.4,18.2,12992.042186,0.218837617,0.156,0.312,10.9,0.7723
"Louisiana, Richland",4205,75,8.76584786053883,0.0420927467300832,35.5,39.713438849,0.8513,0.624,5.0,1819,0.5,0.2,0.3537044374,0.0035162441,9.6,16.6,10286.929682,0.2322691861,0.188,0.356,13.2,0.8299
"Louisiana, Sabine",4391,81,6.28328894806924,0.0343885219767707,23.1,30.638674531,0.7176,0.685,4.0,716,0.28,0.0,0.1666527963,0.0917526631,9.4,19.7,9347.6066465,0.2095449574,0.114,0.458,11.9,0.8354
"Louisiana, St. Bernard",6776,96,2.41861261531217,0.016676505312869,62.7,270.53038968,0.1888,0.592,5.0,1126,0.63,0.21,0.2291260889,0.008411635,9.0,10.7,11364.939908,0.2251784204,0.134,0.425,11.2,0.8908
"Louisiana, St. Charles",8739,122,2.55299835473439,0.0154479917610711,137.5,113.84149333,0.2436,0.52,5.0,689,0.76,0.0,0.2598952325,0.0043306417,9.0,12.5,7418.7092681,0.1872447371,0.109,0.373,7.2,0.322
"Louisiana, St. Helena",1258,16,1.07191580588579,0.0087440381558028,23.7,10.872626774,0.7647,0.732,3.0,1066,0.22,0.0,0.5193919314,0.0052621321,8.8,18.3,12394.442184,0.2391719357,0.114,0.324,12.7,0.9194
"Louisiana, St. James",3400,70,3.23240005704235,0.02,95.8,4.7194889955,0.6027,0.56,4.3,1171,0.63,0.03,0.4884251557,0.0025193706,9.5,16.0,9974.3091051,0.1900695547,0.087,0.381,9.2,0.6589
"Louisiana, St. John the Baptist",6217,163,2.6167098925528,0.0181759691169374,124.7,84.121268372,0.4916,0.497,5.0,859,0.64,0.11,0.5704195999,0.0048165987,9.2,13.2,10641.81589,0.2051601554,0.1,0.433,10.5,0.7022
"Louisiana, St. Landry",13790,338,4.3859649122807,0.0263234227701233,83.6,118.6225269,0.8418,0.643,4.3,2445,0.7,0.11,0.4128002513,0.004168479,9.5,15.4,12667.485639,0.2439896934,0.14,0.337,10.0,0.9134
"Louisiana, St. Martin",8240,158,2.70416441319632,0.0175970873786408,56.8,73.000629296,0.5053,0.649,4.3,1241,0.76,0.33,0.2974953843,0.0070308275,9.6,14.1,9841.1882732,0.2150437653,0.151,0.369,11.1,0.7548
"Louisiana, St. Mary",8411,209,4.29943343914494,0.0254428724289621,86.7,139.82689559,0.7908,0.611,5.0,1305,0.68,0.12,0.313657733,0.0228633423,9.0,15.7,9743.9522595,0.2157765947,0.155,0.38,8.0,0.8659
"Louisiana, St. Tammany",42795,692,3.90529655845741,0.0235541535226078,219.6,144.43430278,0.1818,0.5,5.0,1427,0.73,0.12,0.1225286795,0.0055441264,9.3,15.9,6977.0936819,0.1770928057,0.112,0.302,7.9,0.2748
"Louisiana, Tangipahoa",22338,484,3.22925465513504,0.0193392425463336,153.8,111.10971607,0.717,0.602,5.0,1171,0.72,0.07,0.3006421134,0.0041636455,8.9,13.6,10665.20435,0.2202475615,0.104,0.387,9.6,0.8363
"Louisiana, Tensas",496,8,3.36172120125504,0.030241935483871,7.9,6.6383704677,0.425,0.457,3.0,392,0.4988,0.155,0.5389959659,0.0020170327,9.2,22.7,12380.774642,0.2847731875,0.194,0.307,18.0,0.992
"Louisiana, Terrebonne",19113,321,3.27865899244287,0.0190446293098938,84.7,172.08497568,0.8507,0.615,5.0,597,0.58,0.01,0.1895587321,0.0606191621,8.7,13.5,9721.4469923,0.2229123562,0.114,0.416,11.1,0.8041
"Louisiana, Union",3895,100,6.40394088669951,0.0367137355584082,22.2,32.131359197,0.8647,0.601,4.0,2592,0.13,0.0,0.2484997761,0.005463502,9.8,19.4,10166.440592,0.1936931099,0.163,0.381,9.7,0.7306
"Louisiana, Vermilion",9969,179,3.84422530503092,0.0230715217173237,39.6,66.241624807,0.6224,0.672,4.0,2005,0.34,0.13,0.1415677754,0.004312218,9.4,14.7,8479.5731835,0.2042132765,0.098,0.388,9.2,0.8115
"Louisiana, Vernon",6044,158,6.97912402783463,0.0564195896757115,43.8,53.766285694,0.6476,0.575,4.0,991,0.53,0.21,0.1382726156,0.0161686451,9.5,11.2,9194.9081677,0.2029266779,0.13,0.354,8.9,0.7468
"Louisiana, Washington",7843,201,4.10029625177107,0.0243529261762081,65.3,39.414357776,0.964,0.64,4.3,1204,0.27,0.04,0.3011034305,0.0045725817,9.1,17.2,13484.273929,0.2323606837,0.23,0.428,11.8,0.9736
"Louisiana, Webster",6389,143,5.77349347904531,0.0350602598215683,62.0,57.348298132,0.9134,0.63,5.0,1150,0.48,0.19,0.3400948503,0.0055672973,9.9,18.9,11659.978824,0.22964288,0.144,0.329,9.4,0.8424
"Louisiana, West Baton Rouge",4327,71,2.11904491618421,0.0129419921423619,133.8,217.59807976,0.9424,0.531,5.0,1032,0.4088,0.1413,0.3937639535,0.0023839255,9.0,12.9,8586.9171419,0.2002215404,0.091,0.379,8.2,0.5561
"Louisiana, West Carroll",1895,46,8.01311236568931,0.0464379947229551,28.8,31.840905212,0.2521,0.636,4.3,3158,0.31,1.0,0.156164633,0.0085594609,9.6,18.6,10912.195935,0.2127797866,0.248,0.468,13.7,0.9207
"Louisiana, West Feliciana",1499,39,4.65717981888745,0.048032021347565,27.5,36.925339433,0.8453,0.198,4.0,1516,0.34,0.14,0.4427554981,0.0017464424,9.0,13.3,8675.3486368,0.2189836709,0.084,0.218,7.5,0.7439
"Louisiana, Winn",2578,58,4.03282864015848,0.0221101629169899,13.8,44.070297745,0.6651,0.611,3.7,2445,0.48,0.1,0.3061412198,0.0087024197,9.4,17.5,11545.087442,0.2292733809,0.221,0.373,10.8,0.7917
"Maine, Androscoggin",9796,93,4.71772583326368,0.0518579011841568,217.8,175.26220068,0.8806,0.403,5.0,1987,0.59,0.16,0.0418465996,0.0043091039,7.6,16.8,7292.7171213,0.1644920619,0.122,0.339,8.0,0.3452
"Maine, Aroostook",3360,73,6.24338782017851,0.124702380952381,10.1,33.884997475,0.7542,0.399,3.3,2677,0.69,0.02,0.0103559774,0.0193261909,8.1,22.7,7924.7663485,0.1859272146,0.132,0.359,8.4,0.5825
"Maine, Cumberland",20323,219,2.98068177560065,0.0430546671259164,363.3,153.14807862,0.5925,0.24,5.0,3880,0.78,0.21,0.0302292229,0.0035802246,8.0,17.3,5625.799522,0.1139152239,0.086,0.233,5.8,0.0373
"Maine, Franklin",1888,18,5.6527410777001,0.0895127118644068,16.5,43.959112848,0.3677,0.441,3.7,2765,0.63,0.0,0.005452052,0.0047496404,6.9,21.0,7014.3554422,0.1619735643,0.092,0.341,10.0,0.3611
"Maine, Hancock",2342,47,7.4437612887924,0.174210076857387,31.8,36.773739159,0.5403,0.323,4.0,2082,0.56,0.0,0.0085201876,0.0047435734,6.3,23.3,6156.2265725,0.1439473471,0.09,0.249,10.2,0.1525
"Maine, Kennebec",8626,92,6.30718445647633,0.0892650127521447,134.9,32.773063111,0.8122,0.384,5.0,6329,0.86,0.16,0.0069624763,0.0054061581,7.7,18.9,7287.6626511,0.1646310733,0.105,0.335,7.4,0.2968
"Maine, Knox",1673,10,4.6516305850997,0.110579796772265,113.4,75.887121942,0.4677,0.264,4.3,2625,0.65,0.08,0.007417465,0.0046516306,7.2,23.5,6808.9170799,0.1369764642,0.083,0.272,9.4,0.1357
"Maine, Lincoln",1607,4,5.76553491351698,0.12321095208463,64.8,28.691027932,0.1796,0.288,4.0,2896,0.78,0.0,0.0056490595,0.0037563334,7.5,26.4,7081.3132493,0.1452458874,0.087,0.245,10.0,0.1471
"Maine, Oxford",4501,73,6.68193967163039,0.0855365474339036,25.0,49.285333511,0.4145,0.415,4.0,1842,0.54,0.0,0.0059009337,0.0049810823,7.4,20.5,7698.8039832,0.1803092353,0.096,0.332,8.8,0.5417
