fips,PopDensity,Male,RuralCont,EconArea,HouseholdSize,noHealthInsurance,noHighSchool,Poverty,logPopDensity,PercentEduHealthSoc,SES,Household,HousingType,Asthma,Cancer,COPD,Stroke,HF,HTN,KD,WBSeg,WNWSeg
17079,19.4333785,50.10405827,0,28.0,2.45,7.1,11.3,11.9,2.966992129,17.6,0.3857,0.5727,0.163,3.2743,9.0714,14.9222,3.0059,15.62,61.5137,23.8862,1.0,38.8459211
17081,65.97685453,51.47808088,0,160.0,2.38,7.2,14.7,17.4,4.189303992,24.0,0.7096,0.8656,0.9279999999999999,4.425,9.2868,17.7875,4.0757,14.8908,64.2213,27.6856,68.05450909,50.77535769
17083,58.96227692,48.66577872,2,160.0,2.51,6.1,8.6,10.3,4.076897865,27.5,0.1818,0.0958,0.2639,4.2829,7.2958,15.488,3.9592,18.3516,66.5339,22.6594,1.0,55.39206288
17085,35.32748839999999,50.08712032,0,101.0,2.31,8.5,8.0,9.3,3.564661369,17.1,0.1331,0.21899999999999997,0.0427,3.3904,7.5529,6.8815,2.5848,10.3055,47.6334,16.8177,1.0,23.3380848
17087,36.10432659,54.4737054,0,160.0,2.41,7.0,16.9,15.0,3.586412708,32.6,0.6299,0.2674,0.5762,4.1667,6.8388,16.4402,3.0797,13.3605,63.8587,23.7319,1.0,1.0
17089,1023.7338,49.81339324,2,32.0,2.98,11.7,16.6,9.2,6.931211811,18.8,0.3398,0.2286,0.2958,4.6545,9.2189,9.4853,3.9095,12.3012,58.2596,22.6297,46.57400172,41.77922228
17091,162.38323280000003,49.31186397,1,32.0,2.61,8.3,12.1,15.0,5.089959176,26.5,0.5175,0.5221,0.7596,4.8666,8.4521,13.1366,4.1319,16.1068,62.3673,28.5086,60.64803442,52.5536146
17093,402.6659175,49.54492596,2,32.0,3.01,6.7,8.0,4.8,5.9981072289999995,22.4,0.1118,0.2069,0.0478,5.1795,9.2676,9.5644,3.7817,12.1972,57.482,23.954,21.88724075,17.49639253
17095,69.37422354,50.54427654,1,126.0,2.27,7.1,12.0,16.1,4.23951538,29.3,0.5987,0.46,0.8294,5.5695,8.3041,15.4666,3.0482,13.3216,57.1375,22.0522,46.86912636,41.54589239
17097,1569.939369,50.00380455,2,32.0,2.82,8.8,9.7,7.7,7.358792278999999,19.4,0.1815,0.1363,0.5365,4.2955,9.4777,9.9211,3.8055,12.8612,53.1933,21.5781,56.12927122,37.07321953
17099,95.73349073,50.46885496,1,32.0,2.45,7.3,11.3,14.3,4.561568193,21.6,0.4675,0.3712,0.3741,3.8542,9.4129,13.9837,3.1939,15.3708,57.3527,23.6679,53.21895108,29.05563458
17101,42.12477833,55.98290598,0,78.0,2.34,8.3,17.2,17.3,3.7406361269999997,23.7,0.7347,0.5673,0.8777,3.1283,7.1809,16.5659,3.5905,13.2243,63.7398,25.0978,1.0,41.6087685
17103,47.03545317,53.11766776,0,32.0,2.41,7.0,11.1,11.4,3.85090164,24.3,0.2854,0.17800000000000002,0.5266,4.1841,7.1464,13.3556,2.9791,14.8452,58.0084,24.0,41.74554383,23.4426736
17105,34.13611162,50.19075404,1,32.0,2.43,6.9,10.7,12.8,3.530355816,20.8,0.40700000000000003,0.696,0.6724,4.0043,9.3373,13.0758,4.5712,13.6428,56.095,22.36,53.30905216,29.16412355
17107,46.30294793,50.83164442,0,158.0,2.34,6.4,10.8,12.2,3.835205629,23.8,0.3427,0.1092,0.4228,4.4156,9.2633,15.5028,3.0718,15.5028,60.6431,21.4063,1.0,14.22730736
17109,50.35883341,49.05666734,0,126.0,2.19,8.5,7.1,18.6,3.9191740439999996,34.9,0.6532,0.0443,0.8953,3.7736,7.4746,13.5462,3.7252,14.6831,57.4504,21.0208,49.68575803,40.27317568
17111,510.2607888,49.76736177,2,32.0,2.81,7.3,7.2,6.1,6.234921946,18.7,0.071,0.0786,0.0408,4.1213,8.6854,11.4758,3.4803,14.3254,55.5024,22.531999999999996,46.85505155,25.60536379
17113,144.93822780000002,48.51822268,1,126.0,2.44,6.2,4.2,15.6,4.9763076360000005,24.8,0.142,0.0271,0.6393,5.1254,9.2928,10.5193,3.4962,12.1423,55.2261,22.4602,39.86549574,33.21507935
17115,179.11277959999998,47.88047188,1,158.0,2.33,6.9,10.0,14.3,5.1880156610000006,23.6,0.5344,0.7509999999999999,0.6425,7.3161,10.3173,13.874,3.8787,17.4827,63.4716,22.8932,54.59998774,43.84312585
17117,52.06336698,49.39233406,2,160.0,2.42,7.2,9.4,13.8,3.952461572,25.1,0.4446,0.3989,0.149,4.0179,8.0134,15.8259,3.5603,16.5848,61.808,23.0246,60.34346408,35.41556715
17119,367.4865144,48.68043778,2,160.0,2.46,6.0,7.7,14.4,5.906686623,24.3,0.3646,0.2518,0.3725,4.8953,7.7522,14.8473,3.8213,17.1869,61.7805,25.928,52.147274100000004,42.7024779
17121,65.00279544,48.92353178,1,160.0,2.4,7.8,11.1,16.1,4.174430276,29.0,0.7124,0.9359999999999999,0.6517,3.832,8.9794,19.6408,4.1988,19.7926,61.2116,26.7737,69.84922666,52.20471418
17123,29.57160216,49.39674768,1,126.0,2.4,6.9,7.1,9.7,3.3868145139999997,19.9,0.2803,0.1933,0.0274,3.6451,10.2767,13.6144,4.6113,15.5907,59.7716,24.9451,1.0,1.0
17125,24.77375566,49.33752526,0,126.0,2.38,7.5,11.2,13.7,3.209784853,21.8,0.5822,0.815,0.1047,3.9755,8.121,14.3731,3.4659,15.8682,55.9973,22.0863,1.0,11.08142735
17127,58.05581317,48.07580598,0,122.0,2.38,7.6,14.6,15.3,4.061404844,22.2,0.6627,0.9341,0.8064,3.7403,8.0989,20.9892,3.8022,16.1978,67.9444,28.5317,22.44128496,19.09922174
17129,38.78641394,48.80288619,1,158.0,2.44,6.5,7.4,8.7,3.6580700289999997,29.1,0.1271,0.4664,0.0519,4.5783,9.3976,13.8554,3.012,14.0964,59.1566,18.012,1.0,6.1604397429999995
17131,27.50712758,49.84776835,1,43.0,2.41,6.5,7.8,10.6,3.314445156,18.8,0.2978,0.3168,0.1175,4.3728,8.2087,13.5405,3.2221,14.6145,58.6498,21.5573,1.0,17.42679502
17133,89.96389704,49.79357335,2,160.0,2.59,4.4,4.8,4.9,4.499408446,24.0,0.006999999999999999,0.0493,0.0121,3.5074,8.1487,10.9441,2.6371,17.2468,62.3681,25.1319,1.0,22.98714351
17135,40.37857579,52.41430281,0,158.0,2.38,7.3,13.3,15.5,3.698299342,29.1,0.5548,0.1971,0.5689,4.1923,7.1016,14.0947,3.6863,15.2512,62.0166,20.1662,1.0,23.92448843
17137,59.17473936,50.56450175,1,158.0,2.3,6.3,8.5,13.5,4.080494751,27.9,0.4373,0.5352,0.7358,4.5963,8.2259,16.2144,3.1716,14.0434,58.0902,21.2517,63.2900689,54.52719178
17139,43.16544621,48.83801117,0,28.0,2.51,10.0,14.7,9.0,3.7650403189999997,17.6,0.28600000000000003,0.263,0.7354,4.9329,9.116,12.865,4.6567,18.5478,60.2999,24.0331,1.0,27.88108806
17141,66.76114268,49.58829453,1,32.0,2.54,8.0,11.0,9.7,4.201121215,23.0,0.3016,0.3572,0.1936,4.9426,7.0131,12.2095,3.1392,15.2952,55.2231,24.272,59.620248499999995,49.19038026
17143,289.3670968,48.51405578,1,126.0,2.39,7.8,10.0,15.4,5.667696113,27.8,0.4959,0.4906,0.6444,5.0533,9.3827,13.1862,3.8799,13.4289,56.8134,24.2323,63.059847600000005,47.75280383
17145,47.34697573,55.22566456,0,160.0,2.38,7.0,15.0,15.6,3.857502947,26.3,0.7032,0.5737,0.7854,3.1222,6.9718,14.4589,4.6075,15.0045,60.7154,23.5829,55.72874271,37.14414626
17147,37.21311475,49.62677435,1,28.0,2.46,5.7,5.4,6.3,3.616661246,24.4,0.0589,0.1585,0.0041,4.4738,8.4392,11.9471,3.3554,15.7092,61.82,21.8099,1.0,18.76934976
17149,18.71707282,50.00321316,0,158.0,2.38,8.6,11.8,15.9,2.929436092,24.9,0.515,0.78,0.2563,4.4537,7.4015,16.8536,3.0439,16.1807,67.7667,28.5485,1.0,22.66017799
17151,11.32684329,51.40052669,0,122.0,2.23,8.4,13.4,18.4,2.427175421,20.9,0.7408,0.4655,0.304,3.7838,6.3514,13.7838,3.5135,12.1622,56.6216,22.973000000000003,1.0,0.526266704
17153,26.78481775,48.39737582,0,25.0,2.32,9.1,14.2,22.9,3.287835225,30.3,0.8522,0.7109,0.3337,3.2310000000000003,7.5929,16.3166,3.0695,12.3586,60.5816,24.2326,31.51885406,28.96883776
17155,35.83291708,51.10646454,0,32.0,2.39,6.8,7.5,8.0,3.578866943,23.1,0.0844,0.235,0.0038,3.4985,10.9815,10.2041,2.5267,15.1603,57.7259,19.9223,1.0,1.0
17157,55.22502172,55.12239632,0,160.0,2.37,6.7,16.0,15.8,4.011416143,22.0,0.5411,0.2598,0.5635,3.9592,7.6122,13.898,2.9388,20.102,64.5918,21.0204,66.29478420000001,36.70645337
17159,43.09286369,49.35215626,0,28.0,2.36,7.9,12.3,15.4,3.763357408,26.3,0.5385,0.6393,0.3454,2.9421,8.3568,17.277,2.7230000000000003,14.9609,60.6886,22.6604,77.39115015,28.72646117
17161,331.77205130000004,49.27579134,1,43.0,2.34,8.3,11.2,12.9,5.804448141,22.3,0.4873,0.6517,0.7816,4.9471,7.8492,12.8747,3.3167,13.8999,60.2051,26.5169,43.39505751,34.5333484
17163,394.8035758,48.17394854,2,160.0,2.53,7.8,9.3,16.0,5.978388365,23.8,0.4844,0.4661,0.4499,5.6516,8.4755,14.6519,4.4734,17.5259,63.1203,26.2656,57.51863674,51.69174275
17165,61.84771734,49.17202333,0,160.0,2.32,8.6,13.2,18.6,4.124675192,27.1,0.8191,0.9621,0.7934,3.1866,7.1069,18.7631,4.0252,14.717,59.3291,25.9329,40.34156643,26.43410511
17167,224.19900959999998,48.00793129,1,158.0,2.33,6.7,7.6,15.4,5.412534093,26.3,0.3328,0.5138,0.6361,6.154,8.2393,14.2117,3.1965,13.7823,55.6072,19.7946,56.19791718,46.96735781
17169,15.47785121,52.40839243,0,158.0,2.33,8.2,11.6,11.8,2.7394100480000003,26.4,0.6433,0.8634,0.2257,3.8186,7.8759,13.4447,2.7049,14.5585,58.8703,19.4909,55.98390882,53.59156432
17171,19.73217488,49.1617855,0,158.0,2.4,5.9,7.3,12.2,2.9822505460000004,23.5,0.4019,0.3241,0.0777,4.5455,9.596,14.0152,2.7778,15.1515,64.3939,27.0202,1.0,1.0
17173,28.52133101,49.79199408,0,28.0,2.4,6.2,7.9,10.3,3.350652264,24.9,0.3118,0.1948,0.113,4.8168,9.498,13.8399,3.1660000000000004,17.3451,60.2895,21.1669,78.385099,39.36550736
17175,18.54346015,49.64432797,1,126.0,2.43,7.6,9.6,11.1,2.9201171739999996,24.6,0.2895,0.3881,0.013999999999999999,2.2951,7.4317,12.2404,2.5137,12.459000000000001,56.1749,21.4208,1.0,1.0
17177,78.82448806,48.62690458,1,32.0,2.36,7.8,8.6,16.7,4.367223711,24.8,0.4354,0.8618,0.4301,5.1149,6.5155,10.8236,2.6184,13.3506,54.8942,22.0429,54.57164637,48.71504128
17179,203.0956747,49.20070105,1,126.0,2.45,5.7,7.2,9.1,5.313677172,24.0,0.1092,0.2423,0.2617,4.4775,9.7281,13.9047,3.6630000000000003,13.8892,58.9447,24.8314,63.45304166,36.20075097
17181,40.27717312,50.11109109,0,160.0,2.41,8.9,12.5,19.0,3.695784885,32.3,0.6557,0.7673,0.7609,3.6882,7.1364,15.4423,2.9085,12.7136,59.7901,22.7586,69.7041459,30.44133921
17183,84.32828345,49.79276116,1,28.0,2.41,8.2,12.8,19.4,4.434717318,24.8,0.7197,0.8854,0.7587,4.3995,8.2838,17.4792,3.8545,16.1811,60.0872,25.4261,63.42700772,55.56224207
17185,51.60134378,50.39930556,0,54.0,2.37,7.3,10.4,13.8,3.9435477139999997,23.2,0.3965,0.4941,0.3209,4.0404,6.4559,15.415,3.1181,14.2732,64.1634,20.1581,1.0,53.44493118
17187,31.05399974,49.35882213,0,126.0,2.4,9.6,12.1,11.7,3.4357276160000003,34.4,0.5306,0.4572,0.6756,5.2392,7.7828,15.1101,3.4548,13.7054,56.7198,19.514,55.79163583,33.83598225
17189,24.6849281,50.03960539,0,160.0,2.44,6.4,7.9,8.1,3.2061928589999997,20.2,0.1153,0.1455,0.1716,2.5373,8.6992,11.6391,3.0608,15.6263,59.8872,22.9964,1.0,13.35772364
17191,22.71612894,49.36170213,0,28.0,2.35,8.3,13.0,14.0,3.123075198,21.6,0.3809,0.765,0.5259,2.5015,8.505,15.4208,3.0312,13.4785,64.2142,20.7769,48.83856708,38.71395649
17193,27.36018756,49.04336264,0,54.0,2.26,7.4,10.3,15.3,3.3090889480000003,22.7,0.5025,0.9226,0.5817,4.7022,7.6803,18.9028,2.6332,13.7304,62.6332,23.8558,1.0,1.0
17195,80.63573255,49.48255551,1,43.0,2.42,7.4,10.4,12.9,4.3899418830000005,22.9,0.2962,0.5874,0.2439,4.1807,6.9585,15.3853,3.2267,14.1508,60.2974,24.3453,62.08347008,49.97040861
17197,825.3492012,49.6196125,2,32.0,2.97,7.9,9.2,7.0,6.715806571,22.5,0.1557,0.1417,0.1465,4.9696,9.1371,11.546,3.7946,15.2581,60.3615,25.0807,51.86068157,44.48351533
17199,158.50767580000002,49.78452483,1,160.0,2.35,6.6,9.1,15.3,5.06580302,30.7,0.4459,0.6918,0.4741,3.5911,6.9386,16.214000000000002,3.4918,13.7057,63.1688,25.1647,45.61406751,35.74794331
17201,550.436341,48.77659499,1,32.0,2.52,9.2,12.6,14.2,6.310711311,21.7,0.6115,0.7119,0.5539999999999999,5.0925,7.1059,11.7316,3.3238,15.2691,54.218,25.6622,51.84309538,42.50473537
17203,72.86661614,49.98829923,1,126.0,2.64,5.5,5.4,5.8,4.288630594,23.7,0.0452,0.1531,0.0936,4.5181,9.0361,10.5953,3.2247,14.635,56.4139,22.3777,1.0,29.9906495
18001,105.52753440000001,49.96226626,0,60.0,2.83,13.3,16.4,15.4,4.658971909,17.0,0.6032,0.3098,0.8134,5.0616,7.7933,9.9893,3.5619,10.5249,56.5613,22.737,59.83987496,33.89670706
18003,577.0473597,48.92762702,1,60.0,2.53,11.0,10.6,13.1,6.3579243420000005,22.5,0.4303,0.5823,0.3878,6.1241,7.0241,12.1489,3.85,12.0944,57.1026,24.6501,55.60884889,47.89214818
18005,205.8907375,50.34555199,1,78.0,2.53,11.0,9.8,10.6,5.327345628,19.3,0.2828,0.3317,0.4107,6.348,7.7003,14.9354,4.0827,15.4953,55.6417,23.5831,35.10090979,28.107374699999998
18007,21.52453127,49.87425697,1,78.0,2.52,12.2,10.5,11.2,3.069193274,19.9,0.4971,0.9296,0.0541,5.7325,8.7049,16.1359,3.9632,15.0743,62.4204,30.2902,1.0,20.62229003
18009,71.22607221,48.97941827,0,60.0,2.41,9.8,12.3,14.3,4.265858934,21.4,0.515,0.8472,0.2795,5.1842,7.5835,15.467,3.2134,16.1954,61.0111,25.1928,1.0,37.99984456
18011,160.4194746,49.71330867,2,78.0,2.65,7.4,6.3,5.7,5.077792101,22.6,0.0073,0.1429,0.1242,4.0893,8.5081,11.7286,2.9059,14.1552,53.7448,22.4386,44.78898206,33.73696506
18013,48.37489583,49.39040551,2,78.0,2.43,11.3,10.0,10.9,3.8789809980000003,22.2,0.165,0.1382,0.1044,4.3901,6.6434,13.1313,3.1857,14.0637,51.553999999999995,22.2222,1.0,41.12046161
18015,54.42211595,50.31840845,1,78.0,2.54,11.3,11.4,9.6,3.996770614,20.5,0.2745,0.3139,0.05,4.544,8.256,13.696,3.008,15.552,55.263999999999996,25.855999999999998,1.0,38.38330577
18017,91.44486231,49.96152724,1,78.0,2.55,15.0,16.9,13.8,4.515736193,22.5,0.6484,0.6912,0.5088,6.2554,7.9097,17.8701,3.5327,17.5943,64.7596,28.4508,73.10830634,46.43349396
18019,317.28262620000004,48.7371304,2,98.0,2.46,9.9,11.5,10.6,5.759792942000001,21.5,0.3175,0.2022,0.2541,4.1856,8.993,17.8514,4.1792,15.0439,60.7012,25.7932,45.02589354,36.23257503
18021,73.34843654,49.63965682,1,78.0,2.54,9.7,9.3,11.2,4.295221188999999,23.8,0.4188,0.7988,0.2477,4.2698,8.43,17.1447,3.6786,19.2468,62.0101,26.1879,71.49958246,22.96670499
18023,79.98370652,49.78240069,0,78.0,2.68,13.4,13.8,13.4,4.381822945,18.8,0.4949,0.5505,0.45299999999999996,4.7147,8.1593,14.2088,3.8105,14.5102,61.0118,27.0614,65.39992971,42.24951556
18025,34.606072499999996,50.93126595,0,98.0,2.48,12.8,18.1,16.2,3.544029173,20.6,0.6395,0.6511,0.27,3.6232,6.4182,16.7702,3.5197,13.7164,57.5569,24.0166,1.0,9.835422558
18027,77.65256467,50.45425924,0,54.0,2.74,18.7,25.9,13.4,4.3522445780000005,16.4,0.622,0.4721,0.8586,4.1746,8.4124,16.887999999999998,4.6806,15.7495,67.7841,29.5804,70.41176849,67.69204745
18029,162.14142869999998,49.69064661,2,33.0,2.64,8.2,9.2,9.7,5.088468971,21.1,0.2516,0.22699999999999998,0.1226,4.6867,8.4954,14.9244,4.1059,12.7093,61.3452,22.0556,78.31320784,35.00058171
18031,71.28593284,49.69313604,0,78.0,2.54,9.1,10.4,11.1,4.266699013,18.4,0.3306,0.5944,0.1706,4.8099,7.6028,15.2573,2.8446,16.2658,60.0465,23.7135,1.0,45.62519938
18033,119.82525770000001,49.60552041,1,60.0,2.61,9.4,10.3,10.4,4.786034496,17.3,0.3096,0.7217,0.1971,4.3787,6.6509,12.7811,3.574,11.2899,55.1243,19.9763,1.0,25.93053586
18035,291.0716107,48.18504403,1,78.0,2.34,10.3,10.5,20.6,5.6735693220000005,31.2,0.6866,0.2464,0.7011,5.3331,7.5652,15.3575,3.6463,16.2833,61.5039,28.2899,54.68257409,43.21380551
18037,100.021064,50.16145638,0,54.0,2.54,10.2,11.5,8.3,4.605380803,19.3,0.1863,0.2073,0.3047,3.3088,8.9949,9.9124,5.0049,14.7226,62.2689,21.0899,71.71224041,59.31817261
18039,445.4973336,49.40753413,1,156.0,2.76,16.5,19.2,10.8,6.099191262000001,17.3,0.5567,0.6969,0.7966,4.6713,6.8657,11.5926,2.8981,13.3056,57.0324,26.4259,57.32420339,35.72601638
18041,107.44616529999999,49.35070557,0,78.0,2.46,11.1,18.0,15.5,4.676989934,25.2,0.6933,0.8583,0.5883,4.0796,6.2268,16.1624,3.1232,19.8712,63.1466,28.6551,55.84662788,42.0899116
18043,530.8051105000001,48.54945111,2,98.0,2.48,7.8,10.6,10.5,6.27439493,24.2,0.2022,0.2818,0.205,3.9112,8.8488,14.7758,3.5321,12.8155,60.1479,25.3722,51.81678808,38.92465012
18045,41.31324875,49.8715282,0,78.0,2.46,9.8,11.5,12.9,3.7211832410000003,17.1,0.4341,0.4543,0.0818,3.9012,8.5501,16.9701,3.0234,15.8322,63.1014,24.6749,1.0,20.14542978
18047,59.19933408,49.79787328,0,33.0,2.67,9.9,12.4,9.4,4.0809102930000005,21.2,0.2682,0.5718,0.099,3.8206,7.2168,11.6211,3.3165,14.2478,58.1056,19.9788,1.0,1.0
18049,54.2197128,49.89486332,0,156.0,2.5,12.8,14.0,12.2,3.9930445469999998,16.7,0.4787,0.5164,0.1933,3.9295,6.794,15.6812,3.195,14.3959,59.0158,22.108,75.33058288,48.66106722
18051,69.04551888,50.19459877,0,54.0,2.47,7.6,9.2,10.4,4.234765981000001,19.0,0.2178,0.6243,0.6667,4.6902,7.547999999999999,14.3325,3.0977,12.6309,61.8892,25.2618,52.41770753,33.27552007
18053,158.8354626,47.85385212,1,60.0,2.39,10.0,13.0,18.4,5.06786884,32.2,0.7774,0.8453,0.6673,8.1522,7.8642,19.1499,3.7793,16.4354,66.5445,25.9492,57.03225919,49.80278314
18055,58.84348099,49.97807155,0,78.0,2.44,10.1,13.0,11.6,4.074881054,20.6,0.5429999999999999,0.6234,0.4378,4.5422,6.7069,14.8332,3.4067,15.4542,60.7346,24.8048,1.0,40.43914171
18057,857.3084435000001,48.83509708,2,78.0,2.73,7.1,3.8,3.8,6.753797765,23.3,0.0032,0.121,0.035,4.8939,9.4506,8.9912,3.1675,11.7067,55.343999999999994,19.7273,32.95305101,27.45229075
18059,255.4342853,49.26056698,2,78.0,2.64,6.8,6.1,5.5,5.542965176,23.3,0.0312,0.1907,0.0271,4.906000000000001,7.6966,13.2216,3.8708,12.3214,58.1636,23.9113,64.18534126,36.23969115
18061,83.61883926,50.03578921,2,98.0,2.56,9.2,10.8,9.4,4.426268845,22.8,0.4121,0.3999,0.1356,4.0032,8.7813,15.7385,3.293,14.205,58.3858,23.293000000000003,36.64653164,12.99810996
18063,418.5470989,49.98091726,2,78.0,2.71,7.5,6.4,5.1,6.036789426,23.2,0.0414,0.2127,0.0802,3.87,8.7497,11.4872,3.0223,12.9757,57.1576,22.4631,45.83427758,34.58137092
18065,122.415025,52.18252314,1,78.0,2.43,9.0,11.3,12.8,4.807417116,23.9,0.5729,0.5686,0.3457,4.8173,7.2706,14.1324,3.91,14.7585,60.1329,22.668000000000003,63.61144565,37.48338983
18067,281.6624582,48.55834464,1,78.0,2.38,9.5,11.1,14.5,5.640709397,21.1,0.5086,0.8561,0.2509,5.8103,7.1154,15.6685,3.7631,15.8474,63.6743,25.7255,45.22463933,36.603204600000005
18069,95.43969685,49.46056955,0,60.0,2.52,9.0,9.5,10.2,4.5584946010000005,22.7,0.265,0.1181,0.2512,6.5478,7.414,15.0828,3.4139999999999997,12.8408,61.5796,28.7898,58.67236554,13.70434838
18071,86.84494709,50.01243472,1,78.0,2.53,11.6,13.1,12.7,4.464124311,17.6,0.5484,0.6485,0.3722,3.7011,6.6586,16.3265,3.4763,15.8423,57.0391,24.5417,79.92922397,45.00953331
18073,59.97283871,49.73481914,2,32.0,2.66,10.8,12.3,10.0,4.093891772,20.5,0.3162,0.4998,0.2241,4.2569,7.7917,15.6975,4.2379,15.5834,57.8867,21.5317,68.30209305,31.002788800000005
18075,53.23122607,49.97553337,0,60.0,2.58,11.1,17.2,14.3,3.97464518,18.5,0.6844,0.8965,0.6348,5.1517,6.574,15.4235,2.9077,14.4121,63.2111,23.7358,1.0,39.57221571
18077,89.58766603,48.00359044,0,98.0,2.42,10.4,11.0,13.7,4.495217655,21.1,0.493,0.54,0.5645,3.716,8.326,20.2629,3.05,16.3541,58.9132,25.0131,45.54884053,24.96756514
18079,73.64968931,50.05228051,0,78.0,2.64,10.0,14.6,12.8,4.299319924,19.2,0.5404,0.5727,0.3734,5.6974,6.7849,19.2671,3.2861,14.3262,55.5792,21.6785,32.67764846,24.12679488
18081,493.6085885,49.32697718,2,78.0,2.63,9.0,8.3,8.8,6.2017428720000005,22.3,0.1232,0.2942,0.1891,5.1241,8.3512,13.5041,3.4411,14.735999999999999,58.1054,24.8742,54.9748589,44.61616674
18083,70.91448172,50.5902607,0,78.0,2.35,9.7,11.8,18.9,4.261474668,23.8,0.5672,0.8036,0.7638,4.2874,7.6434,16.647000000000002,5.3371,11.6499,65.0651,27.2176,59.221379299999995,30.1351214
18085,149.527645,49.99874144,1,156.0,2.6,13.0,15.2,10.4,5.007481292,17.3,0.3255,0.4222,0.6202,5.5694,7.1891,13.5186,3.6382,13.07,59.1577,23.5858,62.98793642,28.32142701
18087,104.3517201,50.7648811,0,156.0,3.17,24.3,36.7,7.8,4.647767118,11.5,0.4541,0.1484,0.44,3.4799,7.3260000000000005,14.2857,2.1673,12.3321,54.88399999999999,21.3675,1.0,31.6439386
18089,973.0098605000001,48.38875123,2,32.0,2.6,11.0,11.9,15.9,6.880394216,23.6,0.6162,0.667,0.504,5.9947,8.7141,15.9516,5.399,18.6793,63.418,27.3652,73.92026344,60.12420033
18091,183.6670567,51.53428946,1,32.0,2.48,9.9,12.1,14.5,5.213124644,20.7,0.649,0.39,0.9051,4.7829,8.0857,15.6547,3.6975,14.3894,62.2359,24.0248,62.94922116,49.48524271
18093,101.0085268,49.51289398,0,78.0,2.42,9.7,11.0,13.3,4.615204937,24.0,0.4182,0.7603,0.1917,3.9295,7.0403,14.4584,3.1738,13.3501,63.5642,23.4257,1.0,41.20627353
18095,286.7078244,50.04978043,2,78.0,2.41,10.7,12.3,17.4,5.658463664,24.4,0.6264,0.8195,0.5877,8.8719,7.1639,15.883,3.806,15.8935,61.8819,27.6858,53.33722022,48.69925647
18097,2433.969215,48.20803208,2,78.0,2.42,13.7,14.4,17.6,7.797278626000001,22.0,0.6793,0.5702,0.6839,6.2163,7.9295,13.7308,3.752,15.640999999999998,56.9019,26.488000000000003,52.27635445,46.007317900000004
18099,104.2715777,49.76652687,0,156.0,2.66,14.0,14.9,11.6,4.646998818999999,19.5,0.5197,0.3413,0.6886,4.1823,7.3518,12.0968,3.7884,14.7224,57.8957,23.3308,86.15876843,40.46439859
18101,30.54446893,50.66796685,0,54.0,2.43,10.4,16.5,12.5,3.41918362,18.0,0.3997,0.7265,0.2178,3.6998,6.8786,17.3528,3.6998,12.5065,64.7733,22.9286,1.0,1.0
18103,95.00320993,53.82926005,0,78.0,2.49,11.4,14.7,14.0,4.55391068,20.7,0.7146,0.588,0.5377,4.7574,7.8479,16.4638,3.1092,15.8082,63.6074,25.8475,49.763842600000004,37.71151147
18105,376.24141339999994,49.67089085,1,78.0,2.24,10.0,8.1,21.6,5.9302309939999995,35.5,0.5573,0.0131,0.8921,4.1731,6.9709,9.8429,3.0742,11.7104,52.8888,19.7061,48.06258675,37.14797971
18107,75.97550584,50.8216391,0,78.0,2.47,11.2,10.3,12.1,4.3304109969999995,20.1,0.3054,0.5202,0.4234,4.3766,7.5083,15.6195,3.1511,15.9308,60.1634,24.6645,66.93327707,33.42490063
18109,174.49068,49.6886039,2,78.0,2.65,9.5,12.1,9.9,5.16187133,20.0,0.4076,0.368,0.2149,5.0286,8.2644,15.8604,3.4479,14.2266,58.2644,24.6446,1.0,49.88410699
18111,34.80684986,50.44336384,2,32.0,2.56,13.2,13.9,10.9,3.549814202,14.8,0.5994,0.5727,0.042,4.5267,7.316,16.278,3.7952,16.1408,57.2474,22.6337,1.0,46.3295768
18113,116.2106903,50.13823727,0,60.0,2.69,12.0,15.0,9.8,4.755404839,16.1,0.3959,0.5193,0.4371,4.974,7.0718,16.436,3.1574,12.4784,56.7042,23.7889,65.42329181,39.21037098
18115,68.20292547,49.68510638,2,33.0,2.45,7.9,11.7,9.3,4.222487459,18.3,0.1678,0.0726,0.1207,5.8242,7.4725,16.4835,3.8462,12.967,56.9231,22.3077,1.0,26.543519300000003
18117,49.31348678,49.94909905,0,78.0,2.49,11.4,16.7,14.4,3.898197609,16.7,0.6226,0.9462,0.7039,2.8387,5.9994,14.1937,3.5411,13.2865,54.0533,21.1882,86.2028365,54.11292481
18119,53.98271432,50.09856243,1,78.0,2.52,12.6,14.7,14.7,3.98866389,20.5,0.636,0.446,0.242,4.2283,6.6529,13.7788,2.8089999999999997,13.0692,55.618,21.8805,63.17725671,14.92089892
18121,38.08977646,47.05673968,0,78.0,2.51,12.7,14.5,14.3,3.639945912,15.7,0.601,0.3053,0.8698,4.093999999999999,6.5201,16.1107,3.1842,15.5042,55.9136,22.2517,1.0,24.847020800000003
18123,50.21612134,53.81605718,0,54.0,2.38,9.3,12.1,12.1,3.9163361169999997,17.4,0.3717,0.4553,0.5205,3.2902,7.0505,12.3678,2.7908,15.7168,52.4383,19.4771,1.0,29.87599114
18125,37.06617999,49.79417225,0,54.0,2.44,9.9,14.0,10.4,3.612704963,19.0,0.3732,0.4511,0.1601,2.9689,6.8332,14.7974,4.0999,13.525,64.8916,22.8558,1.0,23.71970731
