fips,Estimated hesitant,Estimated hesitant or unsure,Estimated strongly hesitant,Social Vulnerability Index (SVI),SVI Category,CVAC level of concern for vaccination rollout,CVAC Level Of Concern,Percent Hispanic,Percent non-Hispanic American Indian/Alaska Native,Percent non-Hispanic Asian,Percent non-Hispanic Black,Percent non-Hispanic Native Hawaiian/Pacific Islander,Percent non-Hispanic White
39109,0.1411,0.1956,0.0842,0.12,Very Low Vulnerability,0.13,Very Low Concern,0.0168,0.0011,0.0125,0.0202,0.0001,0.9229
41023,0.1146,0.1431,0.0869,0.55,Moderate Vulnerability,0.57,Moderate Concern,0.0378,0.0134,0.0077,0.001,0.0024,0.9146
41043,0.107,0.1345,0.0804,0.68,High Vulnerability,0.56,Moderate Concern,0.0911,0.0071,0.0105,0.0049,0.001,0.8491
40083,0.1905,0.2494,0.1324,0.3,Low Vulnerability,0.49,Moderate Concern,0.0619,0.0348,0.0033,0.0816,0.0003,0.7765
40113,0.1871,0.2429,0.1303,0.62,High Vulnerability,0.62,High Concern,0.0361,0.1236,0.0041,0.1111,0.0003,0.6338
41033,0.1209,0.1537,0.0909,0.66,High Vulnerability,0.5,Moderate Concern,0.0743,0.0108,0.0098,0.0046,0.0006,0.869
40019,0.2075,0.2698,0.1452,0.79,High Vulnerability,0.56,Moderate Concern,0.0728,0.0725,0.0124,0.065,0.0004,0.7002
39131,0.1686,0.2337,0.1043,0.8,High Vulnerability,0.34,Low Concern,0.0045,0.0054,0.0008,0.0167,0.0,0.9518
40061,0.206,0.2715,0.1436,0.87,Very High Vulnerability,0.85,Very High Concern,0.0441,0.0914,0.0071,0.0072,0.0002,0.7043
40049,0.2075,0.2698,0.1452,0.51,Moderate Vulnerability,0.5,Moderate Concern,0.0885,0.0535,0.0031,0.0219,0.0,0.7551
40105,0.2003,0.2636,0.1386,0.59,Moderate Vulnerability,0.75,High Concern,0.0308,0.15,0.0015,0.0245,0.0018,0.6672
40147,0.1959,0.2544,0.1373,0.44,Moderate Vulnerability,0.46,Moderate Concern,0.0601,0.1032,0.0221,0.027,0.0002,0.7279
41015,0.1209,0.1537,0.0909,0.49,Moderate Vulnerability,0.43,Moderate Concern,0.0712,0.0108,0.0052,0.0044,0.0,0.8625
40091,0.1982,0.262,0.1376,0.78,High Vulnerability,0.78,High Concern,0.028,0.1598,0.0011,0.0268,0.0,0.6788
40125,0.1902,0.2476,0.1322,0.78,High Vulnerability,0.61,High Concern,0.0517,0.1394,0.0065,0.034,0.0009,0.7239
42133,0.1125,0.1566,0.0738,0.33,Low Vulnerability,0.1,Very Low Concern,0.0746,0.0015,0.0149,0.0537,0.0004,0.8342
46037,0.1018,0.1485,0.0747,0.18,Very Low Vulnerability,0.35,Low Concern,0.0226,0.0993,0.0013,0.0,0.0,0.8593
45053,0.1213,0.1858,0.0679,0.94,Very High Vulnerability,0.82,Very High Concern,0.1344,0.0016,0.0042,0.4156,0.0,0.4279
41067,0.0862,0.107,0.0639,0.32,Low Vulnerability,0.45,Moderate Concern,0.1666,0.0026,0.1053,0.0195,0.0041,0.6573
45027,0.1524,0.2446,0.0863,0.98,Very High Vulnerability,0.81,Very High Concern,0.031,0.0009,0.0059,0.4723,0.0,0.4772
45081,0.1512,0.2263,0.0862,0.79,High Vulnerability,0.76,High Concern,0.1545,0.001,0.0,0.2493,0.0,0.5827
42005,0.1257,0.1777,0.084,0.25,Low Vulnerability,0.24,Low Concern,0.0077,0.0004,0.0031,0.0083,0.0,0.9708
45091,0.1316,0.1985,0.0727,0.37,Low Vulnerability,0.41,Moderate Concern,0.0551,0.0074,0.0211,0.1913,0.0003,0.7048
42015,0.1235,0.1733,0.0818,0.35,Low Vulnerability,0.16,Very Low Concern,0.0148,0.0005,0.0072,0.0051,0.0016,0.9569
42107,0.1244,0.1756,0.0819,0.45,Moderate Vulnerability,0.24,Low Concern,0.044,0.0013,0.0048,0.029,0.0001,0.91
46045,0.1018,0.1485,0.0747,0.03,Very Low Vulnerability,0.04,Very Low Concern,0.0246,0.0077,0.0005,0.0018,0.0,0.9609
42079,0.117,0.1673,0.076,0.61,High Vulnerability,0.19,Very Low Concern,0.119,0.0013,0.0121,0.0372,0.0002,0.8153
42043,0.1052,0.1528,0.0691,0.5,Moderate Vulnerability,0.12,Very Low Concern,0.0924,0.0013,0.0437,0.1803,0.0,0.6575
42069,0.1152,0.1668,0.0755,0.53,Moderate Vulnerability,0.11,Very Low Concern,0.0752,0.0003,0.028,0.0258,0.0004,0.852
42045,0.0993,0.1417,0.065,0.41,Moderate Vulnerability,0.06,Very Low Concern,0.038,0.0012,0.0568,0.211,0.0001,0.6681
42099,0.1216,0.1702,0.0816,0.11,Very Low Vulnerability,0.21,Low Concern,0.0204,0.002,0.0035,0.0092,0.0,0.9532
42023,0.1296,0.1825,0.086,0.3,Low Vulnerability,0.3,Low Concern,0.0111,0.0004,0.0085,0.0004,0.0,0.9573
45071,0.1516,0.2374,0.0859,0.92,Very High Vulnerability,0.67,High Concern,0.0747,0.0035,0.0024,0.3105,0.0,0.5991
46011,0.1018,0.1463,0.0753,0.16,Very Low Vulnerability,0.3,Low Concern,0.0307,0.0104,0.0301,0.0131,0.0,0.9023
42035,0.1252,0.1779,0.0833,0.49,Moderate Vulnerability,0.39,Low Concern,0.0152,0.0012,0.0083,0.0175,0.0001,0.9517
42087,0.1356,0.1897,0.0925,0.47,Moderate Vulnerability,0.45,Moderate Concern,0.0156,0.002,0.0033,0.0052,0.0001,0.9588
45037,0.1467,0.226,0.0824,0.85,Very High Vulnerability,0.75,High Concern,0.0596,0.0029,0.0019,0.3507,0.0004,0.5669
42109,0.1356,0.1897,0.0925,0.23,Low Vulnerability,0.37,Low Concern,0.0214,0.0007,0.0068,0.0092,0.0,0.9508
45007,0.1463,0.2228,0.0823,0.7,High Vulnerability,0.53,Moderate Concern,0.0375,0.0016,0.0093,0.1558,0.0003,0.7735
42053,0.1305,0.1849,0.0878,0.71,High Vulnerability,0.54,Moderate Concern,0.0554,0.0004,0.0011,0.2535,0.0,0.6699
45063,0.1426,0.2164,0.08,0.44,Moderate Vulnerability,0.27,Low Concern,0.0601,0.0027,0.0187,0.1466,0.0007,0.7485
46003,0.1018,0.1463,0.0753,0.27,Low Vulnerability,0.22,Low Concern,0.0731,0.0199,0.0,0.0166,0.0,0.8827
45019,0.1251,0.1911,0.0687,0.32,Low Vulnerability,0.37,Low Concern,0.0513,0.0018,0.015,0.2653,0.0007,0.6453
46055,0.1365,0.2068,0.0967,0.36,Low Vulnerability,0.42,Moderate Concern,0.0064,0.0748,0.0,0.0005,0.0,0.892
42117,0.1235,0.1733,0.0818,0.32,Low Vulnerability,0.16,Very Low Concern,0.0127,0.0006,0.0053,0.0069,0.0003,0.9608
46025,0.1018,0.1485,0.0747,0.17,Very Low Vulnerability,0.36,Low Concern,0.0326,0.0016,0.0046,0.0008,0.0,0.936
45029,0.1476,0.2402,0.0838,0.8,Very High Vulnerability,0.69,High Concern,0.0321,0.0081,0.0013,0.3825,0.0,0.566
46027,0.1025,0.1467,0.0742,0.25,Low Vulnerability,0.22,Low Concern,0.03,0.0302,0.0289,0.0166,0.0,0.873
45083,0.1443,0.223,0.0814,0.76,High Vulnerability,0.45,Moderate Concern,0.0684,0.0014,0.0235,0.2024,0.0002,0.6834
41069,0.1146,0.1431,0.0869,0.39,Low Vulnerability,0.41,Moderate Concern,0.0862,0.0064,0.0028,0.0,0.0014,0.8728
44009,0.0628,0.0826,0.0474,0.09,Very Low Vulnerability,0.0,Very Low Concern,0.032,0.0072,0.0191,0.0126,0.0008,0.9092
42007,0.1091,0.1534,0.071,0.25,Low Vulnerability,0.07,Very Low Concern,0.016,0.0006,0.0052,0.0573,0.0006,0.8947
42115,0.1196,0.1661,0.0788,0.21,Low Vulnerability,0.21,Low Concern,0.0172,0.0002,0.0038,0.0063,0.0,0.9626
45085,0.1524,0.2446,0.0863,0.97,Very High Vulnerability,0.72,High Concern,0.0396,0.0023,0.0137,0.4661,0.0005,0.4517
45021,0.1516,0.2374,0.0859,0.7,High Vulnerability,0.86,Very High Concern,0.0436,0.001,0.0058,0.2003,0.0004,0.7278
45055,0.1375,0.216,0.0761,0.5,Moderate Vulnerability,0.55,Moderate Concern,0.0443,0.0018,0.0018,0.2331,0.0014,0.6878
42051,0.1373,0.1957,0.0914,0.62,High Vulnerability,0.26,Low Concern,0.0123,0.0002,0.0036,0.0415,0.0006,0.9176
42071,0.1133,0.1574,0.076,0.46,Moderate Vulnerability,0.27,Low Concern,0.1048,0.0009,0.0218,0.0349,0.0002,0.8198
44001,0.0628,0.0828,0.0475,0.12,Very Low Vulnerability,0.01,Very Low Concern,0.0305,0.0007,0.0206,0.0126,0.0,0.9142
42037,0.1185,0.1676,0.0781,0.28,Low Vulnerability,0.16,Very Low Concern,0.0275,0.0012,0.0112,0.0171,0.0003,0.9321
46035,0.1018,0.1463,0.0753,0.23,Low Vulnerability,0.15,Very Low Concern,0.0312,0.0195,0.0073,0.0137,0.0,0.9059
42061,0.128,0.1796,0.0849,0.49,Moderate Vulnerability,0.2,Very Low Concern,0.0197,0.0017,0.0058,0.0526,0.0001,0.9054
45035,0.1455,0.2246,0.0804,0.42,Moderate Vulnerability,0.42,Moderate Concern,0.0538,0.0038,0.0181,0.2482,0.0013,0.6421
42125,0.1111,0.1548,0.0727,0.17,Very Low Vulnerability,0.03,Very Low Concern,0.0171,0.0004,0.0095,0.0304,0.0004,0.9218
45045,0.1351,0.2046,0.0756,0.5,Moderate Vulnerability,0.3,Low Concern,0.0915,0.0021,0.0248,0.1746,0.0027,0.6834
42013,0.128,0.1796,0.0849,0.4,Low Vulnerability,0.16,Very Low Concern,0.0127,0.0013,0.0061,0.016,0.0005,0.9457
42101,0.1096,0.1691,0.0709,0.92,Very High Vulnerability,0.31,Low Concern,0.1468,0.0021,0.0719,0.4083,0.0003,0.3448
46043,0.1018,0.1463,0.0753,0.15,Very Low Vulnerability,0.26,Low Concern,0.0065,0.0212,0.0,0.0,0.0,0.9437
45069,0.1502,0.2317,0.0849,0.99,Very High Vulnerability,0.91,Very High Concern,0.0332,0.0292,0.0043,0.5036,0.0,0.3908
46009,0.1018,0.1463,0.0753,0.24,Low Vulnerability,0.31,Low Concern,0.0273,0.0694,0.004,0.0147,0.0,0.8684
45005,0.1476,0.2402,0.0838,0.99,Very High Vulnerability,0.82,Very High Concern,0.0335,0.0028,0.0016,0.7363,0.0004,0.2209
45043,0.1437,0.2305,0.0807,0.68,High Vulnerability,0.5,Moderate Concern,0.0307,0.0008,0.0051,0.3085,0.0,0.6414
42021,0.1195,0.1703,0.0786,0.49,Moderate Vulnerability,0.19,Very Low Concern,0.0163,0.0004,0.0043,0.0317,0.0003,0.9271
46019,0.1046,0.1513,0.0764,0.36,Low Vulnerability,0.5,Moderate Concern,0.0363,0.033,0.0012,0.0067,0.0,0.912
42077,0.1082,0.1578,0.0695,0.63,High Vulnerability,0.13,Very Low Concern,0.2448,0.0008,0.0331,0.0557,0.0001,0.6442
46029,0.1018,0.1485,0.0747,0.24,Low Vulnerability,0.15,Very Low Concern,0.0234,0.0211,0.0054,0.0078,0.0,0.9276
44007,0.0724,0.0999,0.0535,0.76,High Vulnerability,0.08,Very Low Concern,0.2278,0.0028,0.0408,0.0829,0.0008,0.6079
46017,0.1365,0.2068,0.0967,0.97,Very High Vulnerability,0.79,High Concern,0.0415,0.81,0.0,0.0015,0.0,0.1367
45061,0.1524,0.2446,0.0863,0.92,Very High Vulnerability,0.9,Very High Concern,0.0245,0.0001,0.0005,0.6381,0.0,0.3244
41071,0.1084,0.1348,0.0818,0.66,High Vulnerability,0.55,Moderate Concern,0.1587,0.0101,0.0143,0.0081,0.0025,0.7723
42059,0.1229,0.174,0.0808,0.44,Moderate Vulnerability,0.2,Low Concern,0.0153,0.0003,0.0036,0.0287,0.0,0.9341
42063,0.1257,0.1777,0.084,0.55,Moderate Vulnerability,0.35,Low Concern,0.0129,0.0006,0.0099,0.0216,0.0001,0.9392
46057,0.1018,0.1485,0.0747,0.16,Very Low Vulnerability,0.21,Low Concern,0.043,0.0005,0.0028,0.0043,0.0,0.9351
42085,0.1194,0.1682,0.0796,0.54,Moderate Vulnerability,0.16,Very Low Concern,0.015,0.001,0.0072,0.0561,0.0,0.9018
42123,0.1249,0.1764,0.0839,0.21,Low Vulnerability,0.14,Very Low Concern,0.0109,0.0011,0.0048,0.0047,0.0,0.9677
42029,0.085,0.1158,0.0561,0.14,Very Low Vulnerability,0.02,Very Low Concern,0.0741,0.0009,0.0546,0.0561,0.0002,0.7944
42039,0.1249,0.1764,0.0839,0.51,Moderate Vulnerability,0.24,Low Concern,0.0131,0.0004,0.0054,0.0157,0.0002,0.948
42083,0.1296,0.1825,0.086,0.55,Moderate Vulnerability,0.32,Low Concern,0.021,0.0013,0.0051,0.0236,0.0005,0.9348
42113,0.1235,0.1733,0.0818,0.36,Low Vulnerability,0.27,Low Concern,0.0183,0.0008,0.0008,0.0238,0.0003,0.9508
45087,0.1516,0.2374,0.0859,0.87,Very High Vulnerability,0.77,High Concern,0.0155,0.0008,0.0001,0.3036,0.0,0.6459
42049,0.1246,0.1787,0.0817,0.62,High Vulnerability,0.16,Very Low Concern,0.0421,0.0025,0.0166,0.0683,0.0001,0.8423
44003,0.0713,0.0934,0.0529,0.15,Very Low Vulnerability,0.0,Very Low Concern,0.0498,0.0019,0.0271,0.0161,0.0,0.8833
42019,0.0995,0.137,0.0647,0.08,Very Low Vulnerability,0.04,Very Low Concern,0.0149,0.0004,0.0125,0.009,0.0001,0.9469
42103,0.1196,0.1661,0.0788,0.13,Very Low Vulnerability,0.15,Very Low Concern,0.1091,0.001,0.0118,0.0538,0.0004,0.8042
46049,0.1018,0.1485,0.0747,0.08,Very Low Vulnerability,0.1,Very Low Concern,0.0035,0.0303,0.0,0.0004,0.0,0.9606
42093,0.125,0.1769,0.0829,0.31,Low Vulnerability,0.1,Very Low Concern,0.0276,0.0006,0.0346,0.018,0.0,0.9134
45023,0.1516,0.2374,0.0859,0.74,High Vulnerability,0.81,Very High Concern,0.0202,0.0047,0.002,0.3698,0.0,0.5866
45077,0.1453,0.2216,0.0826,0.6,Moderate Vulnerability,0.55,Moderate Concern,0.0367,0.0025,0.0195,0.0677,0.0002,0.857
45013,0.1213,0.1858,0.0679,0.4,Moderate Vulnerability,0.28,Low Concern,0.1109,0.0022,0.0127,0.1751,0.0007,0.6792
45003,0.1467,0.226,0.0824,0.67,High Vulnerability,0.61,High Concern,0.0572,0.003,0.0093,0.2458,0.0005,0.662
42009,0.1304,0.1824,0.0876,0.27,Low Vulnerability,0.23,Low Concern,0.0122,0.0014,0.0039,0.0064,0.0,0.9671
42073,0.1203,0.1709,0.0795,0.47,Moderate Vulnerability,0.17,Very Low Concern,0.0145,0.0008,0.0042,0.0358,0.0,0.9198
45047,0.1406,0.2215,0.079,0.93,Very High Vulnerability,0.6,High Concern,0.0602,0.0008,0.0103,0.3152,0.0,0.5968
45057,0.1502,0.2317,0.0849,0.51,Moderate Vulnerability,0.57,Moderate Concern,0.0538,0.001,0.0131,0.2079,0.0,0.7015
46041,0.1365,0.2068,0.0967,0.88,Very High Vulnerability,0.69,High Concern,0.0101,0.783,0.0009,0.0009,0.0024,0.1984
45033,0.1437,0.2305,0.0807,0.97,Very High Vulnerability,0.8,Very High Concern,0.0276,0.0182,0.0007,0.4767,0.0,0.4559
42127,0.1196,0.1661,0.0788,0.26,Low Vulnerability,0.06,Very Low Concern,0.0447,0.0014,0.0055,0.029,0.0002,0.9049
45067,0.1437,0.2305,0.0807,0.93,Very High Vulnerability,0.89,Very High Concern,0.0282,0.0062,0.0071,0.5651,0.0,0.3857
46021,0.1018,0.1485,0.0747,0.01,Very Low Vulnerability,0.21,Low Concern,0.002,0.0108,0.0007,0.0,0.0,0.9811
46031,0.1365,0.2068,0.0967,0.84,Very High Vulnerability,0.8,Very High Concern,0.0046,0.688,0.0002,0.0034,0.0,0.2887
42001,0.1191,0.1651,0.0793,0.21,Low Vulnerability,0.14,Very Low Concern,0.0709,0.0007,0.007,0.0129,0.0,0.8901
45011,0.1476,0.2402,0.0838,0.99,Very High Vulnerability,0.86,Very High Concern,0.0245,0.0,0.0011,0.4554,0.0,0.5039
42065,0.1305,0.1849,0.0878,0.33,Low Vulnerability,0.4,Moderate Concern,0.0092,0.001,0.0028,0.0047,0.0004,0.9716
45075,0.1476,0.2402,0.0838,0.92,Very High Vulnerability,0.77,High Concern,0.0222,0.0035,0.0065,0.6134,0.0011,0.3328
46007,0.1365,0.2068,0.0967,0.79,High Vulnerability,0.72,High Concern,0.0277,0.5968,0.0041,0.0006,0.0,0.3323
46051,0.1018,0.1485,0.0747,0.06,Very Low Vulnerability,0.19,Very Low Concern,0.0455,0.0105,0.0011,0.0046,0.0,0.9259
42091,0.0856,0.1177,0.0561,0.17,Very Low Vulnerability,0.01,Very Low Concern,0.0514,0.0007,0.0758,0.0899,0.0003,0.7578
42121,0.1305,0.1849,0.0878,0.42,Moderate Vulnerability,0.22,Low Concern,0.0109,0.0003,0.0037,0.0071,0.0,0.9581
42031,0.1305,0.1849,0.0878,0.48,Moderate Vulnerability,0.33,Low Concern,0.0096,0.0014,0.0057,0.0121,0.0005,0.9597
45041,0.1429,0.2257,0.0807,0.9,Very High Vulnerability,0.58,Moderate Concern,0.0264,0.0021,0.0129,0.4253,0.0008,0.5185
42095,0.0977,0.1362,0.0634,0.29,Low Vulnerability,0.09,Very Low Concern,0.1324,0.001,0.0276,0.0505,0.0004,0.7666
42129,0.106,0.148,0.0695,0.14,Very Low Vulnerability,0.05,Very Low Concern,0.0119,0.0004,0.0092,0.0229,0.0001,0.9379
42027,0.1099,0.1607,0.073,0.29,Low Vulnerability,0.22,Low Concern,0.0295,0.0005,0.0611,0.0358,0.0003,0.8544
46015,0.1018,0.1463,0.0753,0.57,Moderate Vulnerability,0.27,Low Concern,0.028,0.1054,0.0029,0.0049,0.0,0.8401
42057,0.1304,0.1824,0.0876,0.22,Low Vulnerability,0.41,Moderate Concern,0.012,0.0029,0.0012,0.0134,0.0,0.9604
42017,0.0891,0.1212,0.0585,0.08,Very Low Vulnerability,0.01,Very Low Concern,0.0532,0.0014,0.0479,0.0386,0.0001,0.8406
44005,0.0628,0.0828,0.0475,0.18,Very Low Vulnerability,0.01,Very Low Concern,0.057,0.0042,0.0195,0.035,0.0009,0.8577
46047,0.1365,0.2068,0.0967,0.42,Moderate Vulnerability,0.26,Low Concern,0.0403,0.0566,0.0156,0.0,0.0,0.8463
42081,0.1252,0.1779,0.0833,0.42,Moderate Vulnerability,0.12,Very Low Concern,0.02,0.0019,0.007,0.0488,0.0002,0.9063
45049,0.1476,0.2402,0.0838,0.8,Very High Vulnerability,0.89,Very High Concern,0.0402,0.0015,0.0027,0.5328,0.0,0.4089
45025,0.1502,0.2317,0.0849,0.95,Very High Vulnerability,0.93,Very High Concern,0.0432,0.003,0.005,0.3176,0.0007,0.6029
45059,0.1461,0.2229,0.0823,0.92,Very High Vulnerability,0.69,High Concern,0.0488,0.0013,0.0046,0.2398,0.0007,0.6786
42075,0.1206,0.17,0.08,0.53,Moderate Vulnerability,0.21,Low Concern,0.1312,0.0007,0.0136,0.0209,0.0002,0.8221
42047,0.1296,0.1825,0.086,0.12,Very Low Vulnerability,0.07,Very Low Concern,0.0081,0.0014,0.005,0.0086,0.0,0.9735
42105,0.1296,0.1825,0.086,0.44,Moderate Vulnerability,0.31,Low Concern,0.0136,0.002,0.0035,0.004,0.0,0.965
45079,0.1317,0.2142,0.0734,0.63,High Vulnerability,0.46,Moderate Concern,0.0516,0.002,0.0285,0.4645,0.0011,0.4231
46039,0.1018,0.1485,0.0747,0.08,Very Low Vulnerability,0.28,Low Concern,0.0343,0.0019,0.0,0.0002,0.0,0.9613
42041,0.1054,0.1462,0.07,0.16,Very Low Vulnerability,0.03,Very Low Concern,0.0394,0.0008,0.0425,0.0369,0.0001,0.8569
42011,0.1092,0.1545,0.0712,0.62,High Vulnerability,0.22,Low Concern,0.2103,0.0008,0.0137,0.0424,0.0001,0.717
45001,0.1406,0.2215,0.079,0.86,Very High Vulnerability,0.81,Very High Concern,0.0149,0.0006,0.0032,0.2763,0.0,0.6885
45089,0.1524,0.2446,0.0863,0.97,Very High Vulnerability,0.89,Very High Concern,0.0226,0.0047,0.0068,0.6433,0.0,0.3124
42111,0.1304,0.1824,0.0876,0.42,Moderate Vulnerability,0.34,Low Concern,0.015,0.0005,0.0034,0.0245,0.0001,0.9426
45015,0.1342,0.2064,0.0744,0.51,Moderate Vulnerability,0.5,Moderate Concern,0.0661,0.0037,0.022,0.2385,0.0009,0.6354
42067,0.1356,0.1897,0.0925,0.45,Moderate Vulnerability,0.53,Moderate Concern,0.0382,0.0,0.0039,0.011,0.0,0.942
46053,0.1365,0.2068,0.0967,0.28,Low Vulnerability,0.21,Low Concern,0.0088,0.0669,0.0177,0.0,0.0,0.8772
42055,0.1248,0.1741,0.0839,0.34,Low Vulnerability,0.13,Very Low Concern,0.0564,0.001,0.0081,0.035,0.0,0.8808
42097,0.125,0.1769,0.0829,0.5,Moderate Vulnerability,0.39,Low Concern,0.0348,0.002,0.0039,0.0241,0.0004,0.9248
42033,0.1296,0.1825,0.086,0.61,High Vulnerability,0.23,Low Concern,0.0296,0.0022,0.005,0.0262,0.0,0.9301
45065,0.1406,0.2215,0.079,0.74,High Vulnerability,0.7,High Concern,0.0083,0.0024,0.0024,0.4481,0.0,0.5083
42003,0.0934,0.1323,0.0599,0.25,Low Vulnerability,0.06,Very Low Concern,0.0211,0.0008,0.0369,0.1268,0.0002,0.7852
46013,0.1018,0.1485,0.0747,0.33,Low Vulnerability,0.19,Very Low Concern,0.0294,0.0332,0.03,0.0217,0.0,0.8712
46033,0.1046,0.1513,0.0764,0.23,Low Vulnerability,0.24,Low Concern,0.0385,0.0382,0.0034,0.0025,0.0,0.8983
45009,0.1476,0.2402,0.0838,0.95,Very High Vulnerability,0.85,Very High Concern,0.0209,0.0009,0.0035,0.61,0.0,0.3597
45039,0.121,0.1939,0.0664,0.75,High Vulnerability,0.73,High Concern,0.0219,0.002,0.0001,0.5841,0.0,0.3817
46023,0.1365,0.2068,0.0967,0.74,High Vulnerability,0.56,Moderate Concern,0.0357,0.2897,0.0012,0.0009,0.001,0.6255
42089,0.1073,0.1531,0.07,0.31,Low Vulnerability,0.17,Very Low Concern,0.1589,0.0012,0.0232,0.1351,0.0,0.6607
42025,0.1073,0.1482,0.0702,0.3,Low Vulnerability,0.2,Very Low Concern,0.0475,0.0018,0.0056,0.0191,0.0001,0.917
42131,0.104,0.1456,0.0676,0.11,Very Low Vulnerability,0.05,Very Low Concern,0.0188,0.0008,0.0022,0.0102,0.0,0.956
42119,0.1356,0.1897,0.0925,0.36,Low Vulnerability,0.36,Low Concern,0.0588,0.005,0.0167,0.0621,0.0001,0.8427
45031,0.1429,0.2257,0.0807,0.93,Very High Vulnerability,0.78,High Concern,0.0204,0.0024,0.0037,0.4104,0.0003,0.5474
45073,0.1453,0.2216,0.0826,0.73,High Vulnerability,0.48,Moderate Concern,0.0546,0.003,0.0074,0.0682,0.0001,0.8444
46005,0.1018,0.1463,0.0753,0.65,High Vulnerability,0.29,Low Concern,0.1006,0.0136,0.0912,0.0117,0.0039,0.7692
45017,0.1375,0.216,0.0761,0.56,Moderate Vulnerability,0.8,Very High Concern,0.0377,0.0083,0.0003,0.4084,0.0037,0.5398
45051,0.144,0.2179,0.0807,0.61,High Vulnerability,0.37,Low Concern,0.0604,0.0043,0.0134,0.1314,0.0003,0.7729
47063,0.1519,0.2246,0.0967,0.81,Very High Vulnerability,0.72,High Concern,0.1171,0.003,0.0086,0.0372,0.0029,0.8147
47101,0.149,0.2221,0.0947,0.64,High Vulnerability,0.94,Very High Concern,0.0229,0.0,0.0136,0.0182,0.0,0.9332
46069,0.1365,0.2068,0.0967,0.09,Very Low Vulnerability,0.05,Very Low Concern,0.0068,0.0644,0.0,0.0243,0.0,0.8795
46079,0.1018,0.1463,0.0753,0.2,Very Low Vulnerability,0.18,Very Low Concern,0.011,0.0138,0.0164,0.0032,0.0007,0.9322
47037,0.1084,0.1668,0.0655,0.54,Moderate Vulnerability,0.63,High Concern,0.1023,0.0019,0.0361,0.2693,0.0006,0.562
47009,0.1292,0.1886,0.0807,0.25,Low Vulnerability,0.59,Moderate Concern,0.0337,0.002,0.0078,0.0263,0.0006,0.9094
46105,0.1046,0.1513,0.0764,0.11,Very Low Vulnerability,0.11,Very Low Concern,0.01,0.0373,0.0,0.0,0.0,0.9424
46137,0.1365,0.2068,0.0967,0.95,Very High Vulnerability,0.82,Very High Concern,0.0032,0.7492,0.0061,0.0,0.0004,0.2354
46107,0.1018,0.1485,0.0747,0.05,Very Low Vulnerability,0.05,Very Low Concern,0.016,0.0251,0.0177,0.0,0.0,0.9153
47029,0.1519,0.2246,0.0967,0.69,High Vulnerability,0.72,High Concern,0.0235,0.0072,0.0019,0.0139,0.0012,0.9325
46087,0.1025,0.1467,0.0742,0.22,Low Vulnerability,0.14,Very Low Concern,0.0406,0.0059,0.0,0.007,0.0,0.9339
47145,0.126,0.1874,0.0786,0.38,Low Vulnerability,0.63,High Concern,0.0185,0.0039,0.0075,0.0231,0.0004,0.9274
46099,0.0978,0.1413,0.0704,0.36,Low Vulnerability,0.11,Very Low Concern,0.0499,0.0197,0.0208,0.0562,0.0002,0.8251
47017,0.1369,0.2073,0.0864,0.74,High Vulnerability,0.82,Very High Concern,0.0266,0.0023,0.0039,0.102,0.0008,0.8457
47111,0.1519,0.2256,0.0968,0.69,High Vulnerability,0.84,Very High Concern,0.0516,0.0043,0.0047,0.0018,0.0016,0.9187
47039,0.1452,0.2209,0.0918,0.51,Moderate Vulnerability,0.86,Very High Concern,0.0145,0.0,0.0,0.0443,0.0,0.9142
47081,0.1408,0.2067,0.0884,0.57,Moderate Vulnerability,0.78,High Concern,0.0246,0.0024,0.0038,0.0524,0.0003,0.904
46117,0.1365,0.2068,0.0967,0.11,Very Low Vulnerability,0.03,Very Low Concern,0.0292,0.0544,0.0,0.0,0.0119,0.8807
48011,0.1241,0.1883,0.0824,0.16,Very Low Vulnerability,0.56,Moderate Concern,0.0755,0.0112,0.0,0.0025,0.0,0.8936
47127,0.1358,0.2021,0.0864,0.09,Very Low Vulnerability,0.71,High Concern,0.0022,0.0165,0.024,0.022,0.0,0.9258
46059,0.1018,0.1463,0.0753,0.03,Very Low Vulnerability,0.04,Very Low Concern,0.0166,0.0,0.0058,0.0012,0.0,0.9644
47137,0.1299,0.1972,0.0814,0.42,Moderate Vulnerability,0.72,High Concern,0.0037,0.0,0.0,0.0018,0.0,0.9941
47093,0.1171,0.1754,0.0717,0.3,Low Vulnerability,0.5,Moderate Concern,0.0427,0.0023,0.0219,0.0865,0.0004,0.8227
47047,0.1337,0.2022,0.0837,0.26,Low Vulnerability,0.6,High Concern,0.027,0.0041,0.0067,0.2729,0.0,0.6802
47103,0.1358,0.2021,0.0864,0.68,High Vulnerability,0.89,Very High Concern,0.0351,0.0021,0.0054,0.0709,0.0,0.8683
46061,0.1018,0.1463,0.0753,0.0,Very Low Vulnerability,0.12,Very Low Concern,0.0,0.0,0.0,0.0,0.0,0.9953
47073,0.1374,0.2079,0.0864,0.71,High Vulnerability,0.76,High Concern,0.0155,0.0017,0.0052,0.0132,0.0007,0.9505
46071,0.1365,0.2068,0.0967,0.97,Very High Vulnerability,0.85,Very High Concern,0.0027,0.5775,0.0043,0.003,0.0,0.3897
47045,0.1407,0.214,0.0884,0.76,High Vulnerability,0.66,High Concern,0.034,0.0049,0.0078,0.1264,0.0015,0.8
