fips,Estimated hesitant,Estimated hesitant or unsure,Estimated strongly hesitant,Social Vulnerability Index (SVI),SVI Category,CVAC level of concern for vaccination rollout,CVAC Level Of Concern,Percent Hispanic,Percent non-Hispanic American Indian/Alaska Native,Percent non-Hispanic Asian,Percent non-Hispanic Black,Percent non-Hispanic Native Hawaiian/Pacific Islander,Percent non-Hispanic White
1123,0.1806,0.24,0.1383,0.89,Very High Vulnerability,0.64,High Concern,0.0242,0.0022,0.0036,0.2697,0.0,0.6887
1121,0.1783,0.235,0.1368,0.87,Very High Vulnerability,0.84,Very High Concern,0.0229,0.0043,0.0061,0.3237,0.0003,0.6263
1131,0.1735,0.2357,0.1337,0.93,Very High Vulnerability,0.94,Very High Concern,0.0053,0.0009,0.0003,0.6938,0.0,0.2684
1129,0.1735,0.2357,0.1337,0.73,High Vulnerability,0.82,Very High Concern,0.0146,0.0731,0.0025,0.2354,0.0,0.6495
1133,0.1805,0.2313,0.1379,0.7,High Vulnerability,0.8,High Concern,0.0315,0.0034,0.0016,0.0073,0.0005,0.937
1127,0.1855,0.2404,0.1431,0.75,High Vulnerability,0.68,High Concern,0.0249,0.0015,0.0049,0.0617,0.0,0.8895
2013,0.2361,0.2884,0.1704,0.58,Moderate Vulnerability,0.87,Very High Concern,0.0901,0.4588,0.1968,0.0322,0.01,0.1321
2016,0.2361,0.2884,0.1704,0.49,Moderate Vulnerability,0.77,High Concern,0.1406,0.1048,0.3963,0.0335,0.0265,0.2383
1125,0.16,0.2197,0.1205,0.63,High Vulnerability,0.58,Moderate Concern,0.0372,0.0016,0.0161,0.3189,0.0004,0.6155
2050,0.2361,0.2884,0.1704,0.97,Very High Vulnerability,0.89,Very High Concern,0.026,0.825,0.0108,0.0074,0.0022,0.0973
13165,0.1623,0.2462,0.1043,0.83,Very High Vulnerability,0.95,Very High Concern,0.0817,0.0025,0.0111,0.3491,0.0,0.5467
13167,0.1728,0.2541,0.1117,0.91,Very High Vulnerability,0.89,Very High Concern,0.0247,0.0,0.0022,0.3315,0.0,0.624
13159,0.1588,0.2245,0.1006,0.69,High Vulnerability,0.72,High Concern,0.0392,0.0006,0.0029,0.2039,0.0,0.7421
13161,0.1864,0.2692,0.1219,0.94,Very High Vulnerability,0.94,Very High Concern,0.1212,0.0,0.0023,0.1641,0.0,0.7085
13169,0.1478,0.2184,0.0935,0.38,Low Vulnerability,0.58,Moderate Concern,0.0167,0.0017,0.0075,0.2456,0.0,0.7143
13163,0.1623,0.2462,0.1043,0.94,Very High Vulnerability,0.91,Very High Concern,0.0384,0.0015,0.0031,0.5311,0.0,0.4201
13321,0.1624,0.2374,0.1034,0.74,High Vulnerability,0.88,Very High Concern,0.022,0.0038,0.0079,0.2801,0.0003,0.673
13305,0.1864,0.2692,0.1219,0.92,Very High Vulnerability,0.77,High Concern,0.0626,0.0007,0.0061,0.2024,0.0,0.7117
15001,0.0638,0.1031,0.0334,0.58,Moderate Vulnerability,0.35,Low Concern,0.1273,0.0018,0.2184,0.0058,0.1108,0.3031
13303,0.1623,0.2462,0.1043,0.95,Very High Vulnerability,0.84,Very High Concern,0.0248,0.0005,0.0067,0.5263,0.0,0.4253
13313,0.1527,0.2212,0.0956,0.88,Very High Vulnerability,0.84,Very High Concern,0.3511,0.0025,0.0144,0.0376,0.0,0.5843
13311,0.1469,0.2076,0.0934,0.24,Low Vulnerability,0.61,High Concern,0.0325,0.0043,0.0058,0.0146,0.0,0.923
13315,0.1728,0.2541,0.1117,0.82,Very High Vulnerability,0.95,Very High Concern,0.0466,0.0039,0.0,0.3548,0.0,0.5851
15003,0.0507,0.0848,0.0275,0.47,Moderate Vulnerability,0.3,Low Concern,0.0985,0.0013,0.4173,0.0225,0.0893,0.1837
13309,0.1864,0.2692,0.1219,0.81,Very High Vulnerability,0.98,Very High Concern,0.0014,0.0,0.0,0.4339,0.0,0.5618
13317,0.1623,0.2462,0.1043,0.76,High Vulnerability,0.89,Very High Concern,0.0506,0.0,0.0039,0.4259,0.0,0.5093
15005,0.061,0.0979,0.0326,0.32,Low Vulnerability,0.57,Moderate Concern,0.0303,0.0152,0.2121,0.0303,0.2727,0.2273
13307,0.1556,0.2329,0.0991,0.79,High Vulnerability,0.86,Very High Concern,0.0874,0.0034,0.0,0.372,0.0,0.5184
13319,0.1478,0.2184,0.0935,0.79,High Vulnerability,0.9,Very High Concern,0.0287,0.0012,0.0,0.3895,0.0006,0.567
21031,0.2053,0.2637,0.1375,0.79,High Vulnerability,0.51,Moderate Concern,0.0328,0.0016,0.0031,0.0055,0.0004,0.9471
21041,0.169,0.2127,0.1103,0.89,Very High Vulnerability,0.49,Moderate Concern,0.0678,0.0032,0.0033,0.028,0.0,0.8865
21021,0.1889,0.2392,0.1251,0.43,Moderate Vulnerability,0.1,Very Low Concern,0.0332,0.003,0.0084,0.0792,0.0,0.854
21051,0.221,0.2796,0.1503,0.91,Very High Vulnerability,0.53,Moderate Concern,0.0256,0.0012,0.0,0.0358,0.0004,0.9258
21043,0.1975,0.2492,0.1302,0.82,Very High Vulnerability,0.48,Moderate Concern,0.0136,0.0046,0.0011,0.0054,0.0001,0.9665
21033,0.1972,0.2532,0.1314,0.5,Moderate Vulnerability,0.23,Low Concern,0.025,0.0,0.0,0.0627,0.0,0.9088
21035,0.1792,0.229,0.1171,0.5,Moderate Vulnerability,0.14,Very Low Concern,0.0272,0.0031,0.011,0.0349,0.0023,0.8965
21019,0.1975,0.2492,0.1302,0.69,High Vulnerability,0.11,Very Low Concern,0.0182,0.0006,0.003,0.0229,0.0003,0.931
21049,0.1874,0.2378,0.1225,0.61,High Vulnerability,0.08,Very Low Concern,0.0291,0.0015,0.0061,0.0458,0.0,0.9015
23027,0.0948,0.1285,0.078,0.22,Low Vulnerability,0.31,Low Concern,0.0148,0.0044,0.0046,0.005,0.0,0.9517
25005,0.0572,0.0853,0.0417,0.52,Moderate Vulnerability,0.06,Very Low Concern,0.0799,0.0005,0.0226,0.0394,0.0004,0.8128
25025,0.0442,0.0693,0.0317,0.74,High Vulnerability,0.05,Very Low Concern,0.2289,0.0018,0.0877,0.2011,0.0005,0.4487
25027,0.049,0.0729,0.0356,0.41,Moderate Vulnerability,0.03,Very Low Concern,0.1149,0.0017,0.0489,0.045,0.0003,0.7638
26005,0.1072,0.1841,0.0664,0.18,Very Low Vulnerability,0.28,Low Concern,0.0735,0.0031,0.0069,0.0123,0.0,0.8843
26001,0.0976,0.1717,0.06,0.26,Low Vulnerability,0.37,Low Concern,0.015,0.0058,0.0019,0.004,0.0007,0.9578
26003,0.1087,0.1903,0.0665,0.45,Moderate Vulnerability,0.53,Moderate Concern,0.0157,0.0365,0.0014,0.0767,0.0,0.836
26015,0.0962,0.1711,0.0593,0.09,Very Low Vulnerability,0.22,Low Concern,0.0295,0.0037,0.006,0.0051,0.0001,0.9413
26013,0.095,0.169,0.0584,0.66,High Vulnerability,0.63,High Concern,0.0159,0.0979,0.004,0.093,0.0006,0.7263
26011,0.1033,0.1808,0.0645,0.51,Moderate Vulnerability,0.44,Moderate Concern,0.0202,0.0127,0.0036,0.0041,0.0,0.9464
26017,0.0932,0.1634,0.0571,0.44,Moderate Vulnerability,0.29,Low Concern,0.0533,0.0027,0.0058,0.0167,0.0,0.9006
26035,0.1102,0.1983,0.0688,0.77,High Vulnerability,0.71,High Concern,0.0201,0.0056,0.0012,0.0062,0.0,0.9481
26027,0.099,0.1737,0.0608,0.33,Low Vulnerability,0.33,Low Concern,0.0389,0.0104,0.0084,0.0515,0.0,0.8613
26037,0.0842,0.146,0.0507,0.04,Very Low Vulnerability,0.22,Low Concern,0.0453,0.0015,0.0149,0.0181,0.0,0.8989
26045,0.0842,0.146,0.0507,0.31,Low Vulnerability,0.26,Low Concern,0.0539,0.005,0.023,0.0658,0.0003,0.8284
26043,0.095,0.169,0.0584,0.23,Low Vulnerability,0.28,Low Concern,0.0157,0.009,0.0065,0.0062,0.0,0.9493
26053,0.095,0.169,0.0584,0.4,Moderate Vulnerability,0.57,Moderate Concern,0.0146,0.0254,0.0054,0.0386,0.0008,0.901
26029,0.1025,0.1774,0.063,0.1,Very Low Vulnerability,0.24,Low Concern,0.02,0.0152,0.0049,0.0042,0.0005,0.9374
26051,0.1033,0.1808,0.0645,0.54,Moderate Vulnerability,0.67,High Concern,0.0169,0.004,0.0052,0.0028,0.0,0.9578
26041,0.1087,0.1903,0.0665,0.35,Low Vulnerability,0.45,Moderate Concern,0.0137,0.0196,0.0043,0.0034,0.0001,0.9287
26031,0.0976,0.1717,0.06,0.29,Low Vulnerability,0.31,Low Concern,0.0144,0.0205,0.0043,0.0079,0.0,0.9206
26055,0.0882,0.153,0.0537,0.18,Very Low Vulnerability,0.08,Very Low Concern,0.0286,0.009,0.0058,0.0086,0.0003,0.9259
26049,0.1073,0.1964,0.0658,0.66,High Vulnerability,0.4,Moderate Concern,0.0344,0.0032,0.0103,0.1954,0.0001,0.7244
26033,0.1087,0.1903,0.0665,0.72,High Vulnerability,0.62,High Concern,0.0188,0.1391,0.0099,0.0593,0.0009,0.6962
26039,0.0976,0.1717,0.06,0.37,Low Vulnerability,0.32,Low Concern,0.0201,0.003,0.0093,0.0074,0.0,0.9452
26047,0.1025,0.1774,0.063,0.14,Very Low Vulnerability,0.16,Very Low Concern,0.0166,0.029,0.0056,0.0073,0.0009,0.9116
26085,0.1047,0.1816,0.0644,0.78,High Vulnerability,0.63,High Concern,0.0261,0.0089,0.0021,0.0793,0.0002,0.8498
26087,0.0987,0.1711,0.0611,0.24,Low Vulnerability,0.39,Low Concern,0.0467,0.003,0.0056,0.0126,0.0003,0.9177
26081,0.0906,0.1603,0.0542,0.48,Moderate Vulnerability,0.19,Very Low Concern,0.1057,0.0021,0.0299,0.0923,0.0002,0.7375
26091,0.1073,0.1892,0.0668,0.41,Moderate Vulnerability,0.35,Low Concern,0.0797,0.0031,0.0031,0.0227,0.0002,0.8667
26093,0.0815,0.1385,0.0499,0.01,Very Low Vulnerability,0.17,Very Low Concern,0.0244,0.0023,0.0091,0.0058,0.0006,0.9434
26125,0.0719,0.1261,0.0436,0.11,Very Low Vulnerability,0.11,Very Low Concern,0.0412,0.0022,0.0745,0.1351,0.0002,0.72
26109,0.1087,0.1903,0.0665,0.28,Low Vulnerability,0.55,Moderate Concern,0.0182,0.0221,0.0041,0.0032,0.0,0.9289
26135,0.0976,0.1717,0.06,0.67,High Vulnerability,0.69,High Concern,0.0164,0.0059,0.0015,0.005,0.0005,0.9551
26127,0.1047,0.1816,0.0644,0.86,Very High Vulnerability,0.63,High Concern,0.1489,0.0078,0.0022,0.0106,0.0,0.817
26107,0.1125,0.1974,0.0699,0.6,Moderate Vulnerability,0.55,Moderate Concern,0.0229,0.0063,0.008,0.0295,0.0002,0.9121
26117,0.1125,0.1974,0.0699,0.61,High Vulnerability,0.7,High Concern,0.035,0.0051,0.0035,0.0208,0.0009,0.9175
26115,0.0983,0.1685,0.0604,0.15,Very Low Vulnerability,0.31,Low Concern,0.0358,0.0024,0.0058,0.0235,0.0001,0.913
26133,0.1125,0.1974,0.0699,0.74,High Vulnerability,0.74,High Concern,0.0195,0.0073,0.0027,0.011,0.0,0.9452
26119,0.0976,0.1717,0.06,0.37,Low Vulnerability,0.38,Low Concern,0.0132,0.0118,0.0015,0.0024,0.0003,0.9586
26129,0.1033,0.1808,0.0645,0.63,High Vulnerability,0.44,Moderate Concern,0.0215,0.01,0.0065,0.0033,0.0,0.9465
26105,0.1047,0.1816,0.0644,0.34,Low Vulnerability,0.41,Moderate Concern,0.0457,0.0097,0.0058,0.009,0.0,0.9146
26139,0.084,0.1488,0.0514,0.22,Low Vulnerability,0.19,Very Low Concern,0.0981,0.0023,0.0263,0.0143,0.0002,0.8385
30075,0.2639,0.3131,0.1799,0.04,Very Low Vulnerability,0.14,Very Low Concern,0.0317,0.0168,0.0,0.0,0.0,0.9303
30083,0.2639,0.3131,0.1799,0.21,Low Vulnerability,0.33,Low Concern,0.0543,0.0198,0.0003,0.0,0.0016,0.8882
30093,0.2268,0.2694,0.1537,0.53,Moderate Vulnerability,0.28,Low Concern,0.0456,0.0203,0.0074,0.0055,0.0001,0.9044
30073,0.267,0.3233,0.1824,0.83,Very High Vulnerability,0.4,Low Concern,0.0204,0.1517,0.001,0.0013,0.0,0.8118
30081,0.2397,0.2895,0.1622,0.19,Very Low Vulnerability,0.2,Very Low Concern,0.035,0.0093,0.0053,0.0011,0.0,0.9295
30087,0.2639,0.3131,0.1799,0.61,High Vulnerability,0.59,Moderate Concern,0.0517,0.3686,0.0104,0.0017,0.0,0.5483
30079,0.2639,0.3131,0.1799,0.08,Very Low Vulnerability,0.2,Very Low Concern,0.0128,0.0016,0.008,0.0,0.0,0.9776
31067,0.0891,0.1354,0.0555,0.11,Very Low Vulnerability,0.08,Very Low Concern,0.0254,0.0066,0.0066,0.006,0.0,0.9447
31031,0.0842,0.1287,0.0516,0.23,Low Vulnerability,0.21,Low Concern,0.0251,0.0356,0.0048,0.0002,0.0012,0.879
31057,0.087,0.1318,0.0537,0.3,Low Vulnerability,0.26,Low Concern,0.1181,0.0,0.0,0.0021,0.0,0.8761
31033,0.0842,0.1287,0.0516,0.12,Very Low Vulnerability,0.09,Very Low Concern,0.0699,0.0044,0.0069,0.0083,0.0002,0.895
31041,0.0903,0.138,0.0558,0.18,Very Low Vulnerability,0.19,Very Low Concern,0.0321,0.0017,0.0076,0.0016,0.0,0.9457
31039,0.0848,0.1288,0.0521,0.19,Very Low Vulnerability,0.29,Low Concern,0.1011,0.0018,0.003,0.001,0.0012,0.8811
31059,0.0891,0.1354,0.0555,0.06,Very Low Vulnerability,0.12,Very Low Concern,0.0393,0.004,0.0056,0.0038,0.0,0.9364
31049,0.0842,0.1287,0.0516,0.17,Very Low Vulnerability,0.31,Low Concern,0.0852,0.0153,0.006,0.0016,0.0,0.8782
31159,0.0891,0.1354,0.0555,0.05,Very Low Vulnerability,0.17,Very Low Concern,0.0263,0.0009,0.0049,0.0055,0.0,0.9468
31169,0.0891,0.1354,0.0555,0.06,Very Low Vulnerability,0.21,Low Concern,0.0259,0.0024,0.0,0.0049,0.0,0.949
31139,0.0848,0.1288,0.0521,0.02,Very Low Vulnerability,0.02,Very Low Concern,0.0153,0.0008,0.0062,0.0021,0.0018,0.9616
31151,0.0891,0.1354,0.0555,0.6,Moderate Vulnerability,0.42,Moderate Concern,0.2534,0.0025,0.0197,0.0226,0.0,0.69
31161,0.0842,0.1287,0.0516,0.6,Moderate Vulnerability,0.43,Moderate Concern,0.0552,0.0673,0.008,0.0208,0.0004,0.8111
31131,0.0891,0.1354,0.0555,0.23,Low Vulnerability,0.26,Low Concern,0.0808,0.0007,0.0034,0.0041,0.0,0.8876
31153,0.0819,0.1234,0.0496,0.1,Very Low Vulnerability,0.09,Very Low Concern,0.0932,0.0034,0.0253,0.0366,0.0011,0.8096
39035,0.1219,0.1776,0.0713,0.68,High Vulnerability,0.24,Low Concern,0.0593,0.0013,0.0301,0.2924,0.0002,0.5892
39045,0.1335,0.1826,0.0796,0.24,Low Vulnerability,0.06,Very Low Concern,0.022,0.0005,0.0159,0.0724,0.0005,0.8603
39025,0.1363,0.1845,0.0816,0.1,Very Low Vulnerability,0.06,Very Low Concern,0.0194,0.0012,0.0125,0.0141,0.0002,0.9352
39017,0.1336,0.1883,0.0801,0.36,Low Vulnerability,0.12,Very Low Concern,0.0471,0.0013,0.0328,0.0798,0.0009,0.8101
39037,0.143,0.1969,0.0854,0.13,Very Low Vulnerability,0.13,Very Low Concern,0.0157,0.0029,0.005,0.0075,0.0,0.9608
39039,0.1416,0.1976,0.0848,0.22,Low Vulnerability,0.1,Very Low Concern,0.0997,0.0038,0.0032,0.0142,0.0003,0.864
39023,0.1534,0.2178,0.0918,0.73,High Vulnerability,0.23,Low Concern,0.0343,0.0016,0.0061,0.0804,0.0003,0.8406
39015,0.1555,0.2117,0.0931,0.4,Moderate Vulnerability,0.32,Low Concern,0.0105,0.0012,0.0028,0.0081,0.0,0.964
39041,0.1031,0.1382,0.0611,0.02,Very Low Vulnerability,0.0,Very Low Concern,0.0261,0.0011,0.0632,0.033,0.0001,0.8504
39031,0.1753,0.237,0.113,0.62,High Vulnerability,0.54,Moderate Concern,0.0106,0.0023,0.0029,0.0115,0.0,0.9587
39021,0.1474,0.2052,0.0885,0.3,Low Vulnerability,0.18,Very Low Concern,0.0159,0.0035,0.0048,0.0183,0.0002,0.9329
39029,0.1436,0.1989,0.085,0.49,Moderate Vulnerability,0.25,Low Concern,0.0178,0.0013,0.0014,0.0199,0.0001,0.9392
39033,0.1468,0.2064,0.088,0.32,Low Vulnerability,0.24,Low Concern,0.0167,0.0008,0.0053,0.0099,0.0004,0.9526
39043,0.1304,0.1814,0.077,0.29,Low Vulnerability,0.07,Very Low Concern,0.0439,0.0034,0.0059,0.0863,0.0001,0.8313
47155,0.1411,0.2073,0.0884,0.61,High Vulnerability,0.53,Moderate Concern,0.0599,0.0039,0.0078,0.009,0.0002,0.8999
47165,0.1221,0.1799,0.0754,0.21,Low Vulnerability,0.63,High Concern,0.0488,0.0025,0.014,0.0727,0.0004,0.8412
47175,0.1382,0.2064,0.0879,0.6,High Vulnerability,0.97,Very High Concern,0.0071,0.0,0.0,0.0028,0.0,0.9571
47167,0.1337,0.2022,0.0837,0.45,Moderate Vulnerability,0.66,High Concern,0.0278,0.0029,0.0067,0.1836,0.0,0.7569
47189,0.1169,0.1696,0.0722,0.15,Very Low Vulnerability,0.56,Moderate Concern,0.0423,0.0029,0.0164,0.0712,0.0002,0.8497
48001,0.1398,0.2105,0.0948,0.79,High Vulnerability,0.95,Very High Concern,0.1779,0.0031,0.0056,0.2095,0.0002,0.5893
47157,0.1174,0.1886,0.0718,0.78,High Vulnerability,0.72,High Concern,0.0636,0.0011,0.0262,0.5343,0.0002,0.3576
48019,0.1146,0.174,0.0756,0.51,Moderate Vulnerability,0.77,High Concern,0.1879,0.0035,0.0028,0.0069,0.0,0.7783
48029,0.1005,0.1587,0.0641,0.83,Very High Vulnerability,0.87,Very High Concern,0.6022,0.0016,0.0274,0.071,0.0009,0.2767
48017,0.1143,0.1758,0.0766,0.8,Very High Vulnerability,0.96,Very High Concern,0.6213,0.0113,0.008,0.0046,0.0,0.3548
48023,0.1293,0.1898,0.087,0.16,Very Low Vulnerability,0.78,High Concern,0.0853,0.0025,0.0,0.0308,0.0112,0.8661
48079,0.1143,0.1758,0.0766,0.86,Very High Vulnerability,0.99,Very High Concern,0.5871,0.0,0.0,0.0384,0.0,0.3606
48105,0.1235,0.1873,0.0822,0.69,High Vulnerability,0.9,Very High Concern,0.6188,0.0,0.0,0.0069,0.0,0.3743
48081,0.1235,0.1873,0.0822,0.62,High Vulnerability,0.91,Very High Concern,0.2153,0.0067,0.0,0.0097,0.0,0.762
48089,0.1114,0.1704,0.0738,0.68,High Vulnerability,0.93,Very High Concern,0.2973,0.0009,0.0002,0.1264,0.0,0.5593
48087,0.1241,0.1883,0.0824,0.89,Very High Vulnerability,0.98,Very High Concern,0.2876,0.0209,0.0,0.0835,0.0,0.6009
48097,0.1317,0.1945,0.0881,0.62,High Vulnerability,0.85,Very High Concern,0.1815,0.0069,0.0086,0.028,0.0006,0.7534
48095,0.1235,0.1873,0.0822,0.43,Moderate Vulnerability,0.96,Very High Concern,0.4513,0.0031,0.004,0.0116,0.0,0.5285
48099,0.1264,0.1929,0.0847,0.78,High Vulnerability,0.82,Very High Concern,0.1828,0.0065,0.0195,0.1277,0.0075,0.5868
48085,0.083,0.1234,0.0542,0.15,Very Low Vulnerability,0.49,Moderate Concern,0.1527,0.0033,0.1509,0.0963,0.0006,0.5696
48101,0.1293,0.1898,0.087,0.94,Very High Vulnerability,1.0,Very High Concern,0.2314,0.0091,0.0,0.1449,0.0,0.5177
48093,0.1278,0.1901,0.086,0.73,High Vulnerability,0.92,Very High Concern,0.2792,0.0069,0.0061,0.006,0.0,0.6946
48083,0.1278,0.1901,0.086,0.42,Moderate Vulnerability,0.94,Very High Concern,0.1752,0.0053,0.005,0.0161,0.0,0.7683
48077,0.1293,0.1898,0.087,0.32,Low Vulnerability,0.68,High Concern,0.0628,0.0097,0.0112,0.0045,0.0,0.8977
48103,0.1166,0.1765,0.0789,0.47,Moderate Vulnerability,0.93,Very High Concern,0.6437,0.0021,0.0198,0.0231,0.0,0.3113
48091,0.0937,0.1369,0.0619,0.24,Low Vulnerability,0.64,High Concern,0.2736,0.0008,0.0111,0.02,0.0003,0.6751
48109,0.1166,0.1765,0.0789,1.0,Very High Vulnerability,1.0,Very High Concern,0.7105,0.0005,0.0059,0.0014,0.0,0.2538
48187,0.1024,0.1543,0.0667,0.43,Moderate Vulnerability,0.77,High Concern,0.3792,0.0018,0.0163,0.0758,0.001,0.5036
48185,0.1225,0.1864,0.0827,0.86,Very High Vulnerability,0.9,Very High Concern,0.2416,0.0025,0.002,0.1488,0.0,0.585
48183,0.1265,0.1924,0.0851,0.88,Very High Vulnerability,0.79,High Concern,0.1871,0.0017,0.0128,0.1979,0.0011,0.5751
48181,0.1317,0.1945,0.0881,0.66,High Vulnerability,0.79,High Concern,0.1342,0.0103,0.0157,0.0524,0.0001,0.7541
48193,0.1264,0.1929,0.0847,0.61,High Vulnerability,0.78,High Concern,0.1275,0.0144,0.0,0.0079,0.0,0.8405
48199,0.1338,0.1949,0.0899,0.25,Low Vulnerability,0.81,Very High Concern,0.0569,0.0026,0.0062,0.0555,0.0,0.8649
48201,0.1057,0.1669,0.0691,0.72,High Vulnerability,0.79,High Concern,0.4294,0.0017,0.0692,0.1857,0.0005,0.2959
48203,0.1276,0.1901,0.0861,0.73,High Vulnerability,0.94,Very High Concern,0.1311,0.0025,0.0079,0.2067,0.0002,0.6359
48197,0.1293,0.1898,0.087,0.73,High Vulnerability,0.96,Very High Concern,0.1899,0.0114,0.0,0.0588,0.0,0.7169
48281,0.1264,0.1929,0.0847,0.54,Moderate Vulnerability,0.88,Very High Concern,0.1942,0.0035,0.0115,0.0433,0.0035,0.7259
48279,0.1143,0.1758,0.0766,0.9,Very High Vulnerability,0.99,Very High Concern,0.5556,0.0036,0.0052,0.0299,0.0,0.3931
48289,0.1225,0.1864,0.0827,0.62,High Vulnerability,0.92,Very High Concern,0.1457,0.006,0.008,0.0671,0.0032,0.7613
48287,0.124,0.188,0.0827,0.68,High Vulnerability,0.88,Very High Concern,0.2368,0.0,0.0099,0.1113,0.0,0.6334
48291,0.1377,0.2028,0.0929,0.94,Very High Vulnerability,0.97,Very High Concern,0.2484,0.0049,0.0052,0.0984,0.0001,0.633
48285,0.1134,0.1709,0.0762,0.69,High Vulnerability,0.91,Very High Concern,0.1891,0.0003,0.0047,0.0616,0.0,0.7351
48283,0.107,0.1724,0.0705,0.82,Very High Vulnerability,0.97,Very High Concern,0.8409,0.0,0.0016,0.0146,0.0,0.1324
48293,0.1248,0.188,0.085,0.95,Very High Vulnerability,0.98,Very High Concern,0.2191,0.0046,0.0076,0.1685,0.0029,0.5865
48297,0.1146,0.1867,0.0742,0.69,High Vulnerability,0.95,Very High Concern,0.3999,0.0,0.0143,0.0222,0.0,0.5605
48299,0.1264,0.1929,0.0847,0.47,Moderate Vulnerability,0.76,High Concern,0.1039,0.006,0.0029,0.0067,0.0,0.8644
48301,0.1166,0.1765,0.0789,0.76,High Vulnerability,0.83,Very High Concern,0.1224,0.0306,0.0,0.0,0.0,0.8469
48315,0.1276,0.1901,0.0861,0.69,High Vulnerability,0.97,Very High Concern,0.0414,0.0011,0.0032,0.229,0.0041,0.7085
48337,0.1293,0.1898,0.087,0.58,Moderate Vulnerability,0.93,Very High Concern,0.1097,0.0082,0.0,0.0067,0.0,0.8579
48335,0.1278,0.1901,0.086,0.62,High Vulnerability,0.97,Very High Concern,0.3988,0.018,0.0043,0.0902,0.0,0.4789
48325,0.1146,0.174,0.0756,0.67,High Vulnerability,0.95,Very High Concern,0.5197,0.0017,0.0069,0.0247,0.0004,0.4357
48313,0.1225,0.1864,0.0827,0.84,Very High Vulnerability,0.96,Very High Concern,0.2317,0.0011,0.0336,0.1627,0.0007,0.55
48327,0.1235,0.1873,0.0822,0.59,Moderate Vulnerability,0.97,Very High Concern,0.4167,0.0014,0.0,0.0,0.0,0.5484
48329,0.1034,0.1564,0.067,0.47,Moderate Vulnerability,0.72,High Concern,0.4473,0.0033,0.0191,0.0622,0.0005,0.4541
48319,0.1235,0.1873,0.0822,0.36,Low Vulnerability,0.81,Very High Concern,0.2219,0.0,0.0241,0.0005,0.0,0.7418
48311,0.1146,0.1867,0.0742,0.76,High Vulnerability,0.83,Very High Concern,0.4974,0.0116,0.0,0.0,0.0,0.491
48321,0.1114,0.1704,0.0738,0.91,Very High Vulnerability,0.94,Very High Concern,0.4245,0.0027,0.0193,0.1029,0.0033,0.4363
48331,0.1225,0.1864,0.0827,0.76,High Vulnerability,0.95,Very High Concern,0.2643,0.0027,0.0052,0.092,0.0,0.6236
48339,0.1086,0.1585,0.0725,0.39,Low Vulnerability,0.67,High Concern,0.2414,0.0019,0.0292,0.048,0.0004,0.6602
48317,0.1235,0.1873,0.0822,0.42,Moderate Vulnerability,0.89,Very High Concern,0.4496,0.0018,0.0007,0.0085,0.0,0.5394
48333,0.1264,0.1929,0.0847,0.77,High Vulnerability,0.95,Very High Concern,0.2099,0.0018,0.0022,0.0039,0.0,0.7822
48323,0.107,0.1724,0.0705,0.97,Very High Vulnerability,1.0,Very High Concern,0.9518,0.012,0.0055,0.0032,0.0004,0.025
48389,0.1166,0.1765,0.0789,0.78,High Vulnerability,0.98,Very High Concern,0.7469,0.0,0.0132,0.0134,0.0014,0.2228
48391,0.1183,0.18,0.0772,0.94,Very High Vulnerability,0.99,Very High Concern,0.5044,0.001,0.0029,0.0648,0.0,0.4164
48369,0.1241,0.1883,0.0824,0.76,High Vulnerability,0.97,Very High Concern,0.6329,0.0012,0.0034,0.0119,0.0,0.341
48381,0.1021,0.1521,0.0667,0.22,Low Vulnerability,0.6,High Concern,0.2163,0.0034,0.0173,0.0252,0.0026,0.7165
48383,0.1235,0.1873,0.0822,0.48,Moderate Vulnerability,0.94,Very High Concern,0.6883,0.0,0.0016,0.0085,0.0,0.2977
48367,0.1198,0.1716,0.0811,0.26,Low Vulnerability,0.68,High Concern,0.1229,0.0052,0.0054,0.0124,0.0004,0.8347
48375,0.1281,0.2007,0.0864,0.92,Very High Vulnerability,0.87,Very High Concern,0.3832,0.0041,0.0539,0.0979,0.002,0.4407
48385,0.107,0.1724,0.0705,0.72,High Vulnerability,0.93,Very High Concern,0.2626,0.0,0.0006,0.0056,0.0,0.7309
48365,0.1282,0.1918,0.0871,0.7,High Vulnerability,0.92,Very High Concern,0.0872,0.0015,0.0007,0.1728,0.0,0.7318
48377,0.1166,0.1765,0.0789,1.0,Very High Vulnerability,0.99,Very High Concern,0.8374,0.0195,0.0135,0.0,0.0,0.1296
48373,0.1365,0.206,0.093,0.91,Very High Vulnerability,0.97,Very High Concern,0.1527,0.0145,0.0077,0.0969,0.0014,0.7089
48387,0.1283,0.1937,0.0866,0.56,Moderate Vulnerability,0.99,Very High Concern,0.0728,0.0032,0.0008,0.1675,0.0,0.7339
48379,0.1285,0.1874,0.0874,0.4,Moderate Vulnerability,0.89,Very High Concern,0.0912,0.0055,0.0036,0.0353,0.0,0.8533
48371,0.1166,0.1765,0.0789,0.82,Very High Vulnerability,0.98,Very High Concern,0.6878,0.0101,0.0061,0.0343,0.0015,0.2518
48415,0.1278,0.1901,0.086,0.7,High Vulnerability,0.95,Very High Concern,0.4038,0.0002,0.003,0.0463,0.0,0.5276
48417,0.1278,0.1901,0.086,0.69,High Vulnerability,0.72,High Concern,0.1153,0.003,0.0024,0.0021,0.0,0.8544
